dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-12-26 00:00:00,12.54,11.76,1019,73,7.84,0.0,20,10000,4.47,225,5.36,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,0
2022-12-26 01:00:00,12.31,11.58,1018,76,8.21,0.0,20,10000,3.09,90,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,1
2022-12-26 02:00:00,11.79,10.96,1019,74,7.31,0.0,20,10000,2.06,70,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,2
2022-12-26 03:00:00,12.21,11.47,1019,76,8.11,0.0,20,10000,3.6,30,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,3
2022-12-26 04:00:00,12.54,11.83,1020,76,8.43,0.0,40,10000,4.92,135,4.92,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-26,4
2022-12-26 05:00:00,12.35,11.57,1020,74,7.85,0.0,75,10000,3.09,30,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-26,5
2022-12-26 06:00:00,12.84,11.96,1020,68,7.09,0.0,75,10000,3.6,60,,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.42},2022-12-26,6
2022-12-26 07:00:00,12.82,12.19,1021,78,9.08,0.0,75,10000,4.47,180,6.71,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-26,7
2022-12-26 08:00:00,13.03,12.45,1021,79,9.48,0.0,75,3000,5.36,135,5.81,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-12-26,8
2022-12-26 09:00:00,13.71,13.12,1022,76,9.56,0.22,75,8000,4.47,135,5.36,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-26,9
2022-12-26 10:00:00,14.09,13.59,1024,78,10.32,0.66,75,4000,8.05,180,8.05,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",{'1h': 0.15},2022-12-26,10
2022-12-26 11:00:00,14.78,14.32,1024,77,10.79,1.18,75,6000,4.12,30,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-26,11
2022-12-26 12:00:00,15.53,15.07,1025,74,10.92,1.56,75,10000,2.57,100,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-26,12
2022-12-26 13:00:00,16.56,16.18,1024,73,11.71,1.6,75,10000,2.57,80,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-26,13
2022-12-26 14:00:00,17.89,17.64,1024,73,12.99,1.28,40,10000,3.09,140,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-12-26,14
2022-12-26 15:00:00,18.78,18.57,1025,71,13.42,0.78,40,10000,4.92,225,5.81,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-12-26,15
2022-12-26 16:00:00,18.38,18.1,1025,70,12.82,0.3,20,10000,2.57,160,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-26,16
2022-12-26 17:00:00,17.46,17.19,1026,74,12.78,0.0,20,10000,3.13,225,6.71,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-26,17
2022-12-26 18:00:00,17.13,16.75,1025,71,11.83,0.0,20,10000,4.92,270,7.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,18
2022-12-26 19:00:00,15.81,15.35,1026,73,10.99,0.0,20,10000,1.54,180,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,19
2022-12-26 20:00:00,15.52,14.9,1026,68,9.65,0.0,0,10000,0.0,0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-12-26,20
2022-12-26 21:00:00,13.77,13.21,1027,77,9.81,0.0,0,10000,0.51,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-12-26,21
2022-12-26 22:00:00,13.69,13.13,1027,77,9.74,0.0,92,9000,2.57,350,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,2022-12-26,22
2022-12-26 23:00:00,13.65,13.08,1028,77,9.7,0.0,93,9000,2.57,20,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,2022-12-26,23
2022-12-27 00:00:00,13.05,12.42,1028,77,9.12,0.0,20,7000,1.54,30,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,2022-12-27,0
2022-12-27 01:00:00,12.84,12.19,1028,77,8.91,0.0,100,100,1.03,0,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,1
2022-12-27 02:00:00,13.01,12.85,1030,95,12.23,0.0,100,100,1.54,10,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,2
2022-12-27 03:00:00,12.91,12.27,1028,77,8.98,0.0,100,100,4.12,10,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,3
2022-12-27 04:00:00,12.76,12.57,1030,95,11.98,0.0,100,100,3.6,20,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,4
2022-12-27 05:00:00,12.03,11.3,1028,77,8.13,0.0,100,100,3.09,50,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,5
2022-12-27 06:00:00,12.06,11.31,1028,76,7.96,0.0,100,100,2.06,70,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,6
2022-12-27 07:00:00,11.48,10.72,1029,78,7.78,0.0,100,150,2.24,135,2.24,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,7
2022-12-27 08:00:00,11.3,10.52,1029,78,7.61,0.0,100,250,4.02,135,4.02,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,8
2022-12-27 09:00:00,11.36,10.59,1030,78,7.67,0.21,100,350,3.13,135,3.13,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,9
2022-12-27 10:00:00,12.45,11.76,1030,77,8.53,0.63,40,650,3.09,30,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,10
2022-12-27 11:00:00,12.92,12.15,1029,72,8.0,1.07,40,4500,2.57,30,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,11
2022-12-27 12:00:00,14.81,14.2,1029,71,9.61,1.43,40,5000,3.09,360,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,12
2022-12-27 13:00:00,16.15,16.12,1031,88,14.16,1.53,20,9000,1.54,80,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-27,13
2022-12-27 14:00:00,17.09,17.15,1030,88,15.09,1.22,20,10000,1.54,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-27,14
2022-12-27 15:00:00,17.09,17.13,1030,87,14.91,0.75,20,10000,2.06,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-27,15
2022-12-27 16:00:00,17.69,17.66,1030,82,14.58,0.33,20,10000,1.54,130,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-27,16
2022-12-27 17:00:00,16.17,16.22,1030,91,14.7,0.0,0,10000,1.54,240,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-12-27,17
2022-12-27 18:00:00,15.11,14.84,1028,83,12.25,0.0,0,10000,2.06,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-12-27,18
2022-12-27 19:00:00,15.48,15.09,1028,77,11.47,0.0,0,10000,3.6,30,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-12-27,19
2022-12-27 20:00:00,14.33,13.88,1028,79,10.74,0.0,0,10000,4.12,20,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-27,20
2022-12-27 21:00:00,13.54,12.83,1028,72,8.6,0.0,0,10000,4.12,360,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-12-27,21
