dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-02-17 00:00:00,13.58,13.06,1025,79,10.01,0.0,75,10000,1.54,310,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,0,
2022-02-17 01:00:00,13.71,13.12,1027,76,9.56,0.0,75,10000,4.12,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,1,
2022-02-17 02:00:00,13.62,13.02,1026,76,9.47,0.0,75,10000,3.6,340,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,2,
2022-02-17 03:00:00,13.62,13.05,1026,77,9.67,0.0,75,10000,4.63,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,3,
2022-02-17 04:00:00,13.62,13.05,1026,77,9.67,0.0,100,10000,4.12,350,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",2022-02-17,4,
2022-02-17 05:00:00,13.53,13.0,1025,79,9.96,0.0,75,10000,3.09,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,5,
2022-02-17 06:00:00,13.27,12.72,1025,79,9.71,0.0,75,10000,2.57,340,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,6,
2022-02-17 07:00:00,13.04,12.57,1025,83,10.22,0.0,75,10000,1.54,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-17,7,
2022-02-17 08:00:00,13.18,12.72,1025,83,10.36,0.18,40,10000,3.6,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-02-17,8,
2022-02-17 09:00:00,13.47,13.04,1025,83,10.64,0.71,40,10000,3.6,350,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-02-17,9,
2022-02-17 10:00:00,14.6,14.13,1025,77,10.62,1.32,75,10000,4.12,20,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-02-17,10,
2022-02-17 11:00:00,15.56,15.05,1025,72,10.54,2.16,75,10000,4.63,30,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-02-17,11,
2022-02-17 12:00:00,16.65,16.15,1024,68,10.72,2.75,75,10000,4.12,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-02-17,12,
2022-02-17 13:00:00,16.9,16.4,1024,67,10.74,3.77,75,10000,3.09,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-02-17,13,
2022-02-17 14:00:00,17.0,16.48,1022,66,10.61,3.13,75,10000,3.09,310,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-02-17,14,
