dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-02-02 00:00:00,11.28,10.08,1023,62,4.27,0.0,0,10000,1.54,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,0
2022-02-02 01:00:00,10.73,9.5,1023,63,3.98,0.0,0,10000,2.06,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,1
2022-02-02 02:00:00,10.63,9.39,1023,63,3.89,0.0,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,2
2022-02-02 03:00:00,10.96,9.7,1021,61,3.74,0.0,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,3
2022-02-02 04:00:00,10.6,9.31,1021,61,3.4,0.0,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,4
2022-02-02 05:00:00,9.87,8.99,1021,64,3.39,0.0,0,10000,2.06,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,5
2022-02-02 06:00:00,9.01,7.99,1022,68,3.43,0.0,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,6
2022-02-02 07:00:00,8.57,7.97,1023,68,3.01,0.0,0,10000,1.54,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-02,7
2022-02-02 08:00:00,8.56,8.56,1023,69,3.2,0.0,0,10000,1.03,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,8
2022-02-02 09:00:00,9.77,8.5,1023,65,3.51,0.48,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,9
2022-02-02 10:00:00,11.36,10.09,1023,59,3.64,1.22,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,10
2022-02-02 11:00:00,12.91,11.72,1023,56,4.35,2.06,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,11
2022-02-02 12:00:00,14.57,13.44,1023,52,4.84,2.68,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,12
2022-02-02 13:00:00,15.76,14.7,1022,50,5.37,2.73,0,10000,2.57,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-02,13
