dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-09-20 00:00:00,22.58,22.93,1018,78,18.55,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-20,0,
2022-09-20 01:00:00,22.66,23.07,1017,80,19.03,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-20,1,
2022-09-20 02:00:00,22.29,22.59,1019,77,18.07,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-20,2,
2022-09-20 03:00:00,22.31,22.53,1017,74,17.45,0.0,0,10000,2.24,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,2022-09-20,3,
2022-09-20 04:00:00,22.7,22.91,1018,72,17.4,0.0,0,10000,5.36,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",5.36,2022-09-20,4,
2022-09-20 05:00:00,22.36,22.56,1018,73,17.29,0.0,0,10000,3.09,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-20,5,
2022-09-20 06:00:00,22.0,22.16,1018,73,16.94,0.0,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-20,6,
2022-09-20 07:00:00,21.57,21.9,1018,81,18.17,0.0,0,10000,1.79,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1.79,2022-09-20,7,
2022-09-20 08:00:00,23.12,23.37,1018,72,17.8,0.53,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-20,8,
2022-09-20 09:00:00,24.78,25.22,1017,73,19.61,1.57,0,10000,3.09,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-20,9,
2022-09-20 10:00:00,25.72,26.23,1018,72,20.29,3.17,0,10000,2.57,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-20,10,
2022-09-20 11:00:00,27.31,28.65,1017,62,19.39,4.76,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-20,11,
2022-09-20 12:00:00,28.73,29.67,1017,53,18.21,5.83,20,10000,3.6,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-20,12,
2022-09-20 13:00:00,29.84,30.97,1016,51,18.62,5.89,20,10000,3.09,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-20,13,
2022-09-20 14:00:00,29.89,31.53,1015,54,19.58,5.06,20,10000,4.12,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-20,14,
2022-09-20 15:00:00,30.54,31.7,1016,49,18.62,3.57,20,10000,8.05,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.52,2022-09-20,15,
2022-09-20 16:00:00,29.36,30.27,1015,51,18.18,1.88,20,10000,4.63,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-20,16,
2022-09-20 17:00:00,27.94,28.75,1015,54,17.77,0.74,20,10000,6.71,332,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",9.39,2022-09-20,17,
2022-09-20 18:00:00,25.96,25.96,1018,60,17.6,0.16,20,10000,5.14,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-20,18,
2022-09-20 19:00:00,24.28,24.57,1018,69,18.23,0.0,20,10000,7.2,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-20,19,
2022-09-20 20:00:00,24.64,24.88,1017,66,17.87,0.0,20,10000,5.66,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-20,20,
2022-09-20 21:00:00,24.22,24.5,1016,69,18.17,0.0,20,10000,6.69,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-20,21,
2022-09-20 22:00:00,23.65,23.82,1018,67,17.17,0.0,20,10000,3.13,135,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",7.15,2022-09-20,22,
2022-09-20 23:00:00,22.95,23.18,1018,72,17.64,0.0,20,10000,3.09,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-20,23,
2022-09-21 00:00:00,22.78,22.94,1018,70,17.03,0.0,20,10000,3.13,284,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-09-21,0,
2022-09-21 01:00:00,22.62,22.87,1019,74,17.75,0.0,20,10000,4.02,360,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",4.92,2022-09-21,1,{'1h': 0.65}
2022-09-21 02:00:00,21.15,21.54,1019,85,18.53,0.0,20,10000,5.66,190,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,2022-09-21,2,{'1h': 0.56}
2022-09-21 03:00:00,20.74,21.12,1017,86,18.31,0.0,20,10000,6.17,250,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",,2022-09-21,3,{'1h': 0.49}
2022-09-21 04:00:00,20.51,20.94,1018,89,18.63,0.0,40,7000,5.36,360,"[{'id': 202, 'main': 'Thunderstorm', 'description': 'thunderstorm with heavy rain', 'icon': '11n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",5.36,2022-09-21,4,{'1h': 1.78}
