dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-01-04 00:00:00,13.85,13.64,1017,90,12.24,0.0,20,10000,3.58,297,6.71,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-04,0
2022-01-04 01:00:00,13.36,13.1,1016,90,11.76,0.0,20,6000,4.02,301,9.83,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-01-04,1
2022-01-04 02:00:00,13.43,13.18,1015,90,11.82,0.0,20,8000,4.47,303,8.05,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-01-04,2
2022-01-04 03:00:00,13.95,13.75,1015,90,12.34,0.0,20,10000,4.47,263,8.05,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-04,3
2022-01-04 04:00:00,14.2,13.97,1014,88,12.24,0.0,20,10000,1.34,256,6.26,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-04,4
2022-01-04 05:00:00,14.29,14.05,1014,87,12.16,0.0,20,10000,4.92,297,8.05,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-04,5
2022-01-04 06:00:00,15.21,14.98,1013,84,12.53,0.0,75,10000,3.13,257,9.83,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-01-04,6
2022-01-04 07:00:00,13.32,12.95,1014,86,11.03,0.0,75,10000,2.68,6,12.07,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",{'1h': 0.25},2022-01-04,7
2022-01-04 08:00:00,11.92,11.33,1016,83,9.13,0.0,40,10000,4.92,96,11.18,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.35},2022-01-04,8
2022-01-04 09:00:00,11.83,11.21,1018,82,8.86,0.04,40,10000,3.6,280,,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 0.26},2022-01-04,9
2022-01-04 10:00:00,11.33,10.79,1017,87,9.25,0.46,40,10000,1.79,324,2.68,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 1.05},2022-01-04,10
