dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2023-01-10 00:00:00,14.45,13.83,1029,72,9.47,0.0,75,10000,1.79,360,2.24,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,0,
2023-01-10 01:00:00,14.49,13.9,1029,73,9.71,0.0,75,10000,1.54,300,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,1,
2023-01-10 02:00:00,14.27,13.63,1029,72,9.3,0.0,75,10000,1.54,330,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,2,
2023-01-10 03:00:00,14.27,13.68,1029,74,9.71,0.0,75,10000,1.54,0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,3,
2023-01-10 04:00:00,13.91,13.29,1029,74,9.36,0.0,75,10000,1.79,135,1.79,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,4,
2023-01-10 05:00:00,13.54,12.93,1029,76,9.4,0.0,75,10000,2.24,135,2.24,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,5,
2023-01-10 06:00:00,13.54,12.93,1028,76,9.4,0.0,75,10000,2.06,120,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,6,
2023-01-10 07:00:00,13.56,13.01,1029,78,9.8,0.0,75,9000,2.57,130,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2023-01-10,7,
2023-01-10 08:00:00,13.57,13.02,1030,78,9.81,0.0,75,8000,1.34,360,1.34,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2023-01-10,8,
2023-01-10 09:00:00,13.71,13.09,1030,75,9.36,0.21,75,8000,1.79,142,2.68,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2023-01-10,9,
2023-01-10 10:00:00,14.56,14.11,1030,78,10.77,0.52,75,7000,2.57,130,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2023-01-10,10,
