dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-04-27 00:00:00,13.92,13.67,1012,88,11.97,0.0,20,10000,3.13,257,4.47,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,0
2022-04-27 01:00:00,13.64,13.38,1012,89,11.86,0.0,20,10000,2.68,276,3.58,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,1
2022-04-27 02:00:00,13.81,13.49,1016,86,11.51,0.0,20,10000,2.06,250,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,2
2022-04-27 03:00:00,13.21,12.94,1012,90,11.61,0.0,20,10000,2.06,280,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,3
2022-04-27 04:00:00,12.64,12.31,1012,90,11.04,0.0,20,10000,1.03,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,4
2022-04-27 05:00:00,12.39,12.01,1012,89,10.63,0.0,20,10000,1.54,290,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,5
2022-04-27 06:00:00,12.24,11.87,1012,90,10.65,0.0,20,10000,1.54,110,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-04-27,6
2022-04-27 07:00:00,13.29,13.05,1013,91,11.85,0.33,20,10000,1.54,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-27,7
2022-04-27 08:00:00,15.09,14.82,1013,83,12.23,1.09,40,10000,1.54,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,8
2022-04-27 09:00:00,16.48,16.06,1014,72,11.42,2.44,75,10000,3.09,360,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-04-27,9
2022-04-27 10:00:00,17.83,17.37,1014,65,11.17,4.12,75,10000,3.09,360,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-04-27,10
2022-04-27 11:00:00,17.96,17.43,1015,62,10.58,5.72,75,10000,5.14,320,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-04-27,11
2022-04-27 12:00:00,18.45,17.94,1014,61,10.8,6.76,40,10000,5.14,320,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,12
2022-04-27 13:00:00,19.21,18.67,1014,57,10.49,6.91,40,10000,5.66,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,13
2022-04-27 14:00:00,19.28,18.75,1014,57,10.56,6.09,40,10000,6.69,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,14
2022-04-27 15:00:00,19.13,18.56,1014,56,10.16,4.58,40,10000,6.69,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,15
2022-04-27 16:00:00,18.87,18.27,1014,56,9.91,2.9,40,10000,6.17,320,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,16
2022-04-27 17:00:00,17.92,17.33,1018,60,10.05,1.42,40,10000,6.69,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-27,17
2022-04-27 18:00:00,17.24,16.66,1014,63,10.14,0.48,20,10000,8.05,360,7.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-27,18
2022-04-27 19:00:00,15.61,14.98,1015,67,9.51,0.0,20,10000,6.69,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-27,19
2022-04-27 20:00:00,14.36,13.73,1016,72,9.38,0.0,20,10000,6.17,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,20
2022-04-27 21:00:00,14.3,13.74,1016,75,9.93,0.0,20,10000,4.63,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,21
2022-04-27 22:00:00,13.61,13.06,1016,78,9.85,0.0,20,10000,3.09,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,22
2022-04-27 23:00:00,13.73,13.2,1021,78,9.97,0.0,20,10000,3.09,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-27,23
2022-04-28 00:00:00,13.09,12.57,1017,81,9.91,0.0,20,10000,2.06,310,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-28,0
2022-04-28 01:00:00,12.81,12.34,1016,84,10.18,0.0,20,10000,1.54,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-28,1
2022-04-28 02:00:00,12.68,12.17,1016,83,9.87,0.0,20,10000,2.57,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-28,2
2022-04-28 03:00:00,12.52,11.99,1016,83,9.71,0.0,20,10000,2.24,322,3.58,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-28,3
2022-04-28 04:00:00,12.6,12.14,1016,85,10.15,0.0,40,10000,1.54,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-04-28,4
2022-04-28 05:00:00,12.2,11.77,1016,88,10.27,0.0,20,10000,2.06,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-04-28,5
2022-04-28 06:00:00,13.06,12.69,1015,87,10.95,0.0,20,10000,5.66,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,6
2022-04-28 07:00:00,13.58,13.21,1017,85,11.11,0.35,20,10000,5.66,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,7
2022-04-28 08:00:00,15.01,14.6,1017,78,11.21,1.14,40,10000,7.2,350,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-28,8
2022-04-28 09:00:00,16.36,15.88,1017,70,10.88,2.55,20,10000,7.2,20,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,9
2022-04-28 10:00:00,17.7,17.14,1016,62,10.34,4.33,20,10000,7.72,10,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,10
2022-04-28 11:00:00,19.37,18.8,1016,55,10.11,6.02,40,10000,7.72,360,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-28,11
2022-04-28 12:00:00,20.1,19.55,1016,53,10.23,7.1,40,10000,5.66,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-04-28,12
2022-04-28 13:00:00,21.48,20.96,1016,49,10.33,7.22,20,10000,7.2,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,13
2022-04-28 14:00:00,21.74,21.2,1015,47,9.95,6.37,0,10000,7.72,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-28,14
2022-04-28 15:00:00,21.37,20.97,1015,54,11.69,4.79,20,10000,9.26,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,15
2022-04-28 16:00:00,20.91,20.57,1015,58,12.35,3.02,20,10000,8.23,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,16
2022-04-28 17:00:00,20.12,19.75,1015,60,12.12,1.48,20,10000,10.29,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,17
2022-04-28 18:00:00,18.5,18.08,1016,64,11.57,0.51,20,10000,11.83,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-04-28,18
