dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-05-26 00:00:00,18.0,17.42,1016,60,10.13,0.0,0,10000,4.12,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,0,
2022-05-26 01:00:00,17.84,17.25,1016,60,9.98,0.0,0,10000,2.57,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,1,
2022-05-26 02:00:00,16.41,15.8,1016,65,9.82,0.0,0,10000,2.57,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,2,
2022-05-26 03:00:00,16.89,16.28,1015,63,9.81,0.0,0,10000,2.06,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,3,
2022-05-26 04:00:00,16.64,15.95,1016,61,9.09,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,4,
2022-05-26 05:00:00,16.58,15.89,1016,61,9.04,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,5,
2022-05-26 06:00:00,17.19,16.51,1021,59,9.12,0.13,0,10000,4.63,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,6,
2022-05-26 07:00:00,19.3,18.46,1017,45,7.08,0.63,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,7,
2022-05-26 08:00:00,21.28,20.43,1017,37,6.02,1.73,0,10000,6.17,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,8,
2022-05-26 09:00:00,22.08,21.34,1018,38,7.12,3.51,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,9,
2022-05-26 10:00:00,24.39,23.72,1016,32,6.65,5.59,0,10000,5.14,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,10,
2022-05-26 11:00:00,26.37,26.37,1018,30,7.42,7.55,0,10000,4.63,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,11,
2022-05-26 12:00:00,28.03,26.95,1019,26,6.75,8.81,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,12,
2022-05-26 13:00:00,28.97,27.65,1019,26,7.55,9.0,0,10000,6.17,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,13,
2022-05-26 14:00:00,29.68,28.22,1018,26,8.15,8.03,0,10000,6.17,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,14,
2022-05-26 15:00:00,30.57,28.89,1017,24,7.72,6.19,0,10000,5.66,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,15,
2022-05-26 16:00:00,31.31,29.45,1017,22,7.07,4.05,0,10000,7.2,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,16,
2022-05-26 17:00:00,31.37,29.5,1016,22,7.12,2.14,0,10000,9.77,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,17,
2022-05-26 18:00:00,29.56,28.17,1016,27,8.6,0.83,0,10000,9.77,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,18,
2022-05-26 19:00:00,27.43,26.83,1016,33,9.75,0.21,0,10000,8.75,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-26,19,
2022-05-26 20:00:00,25.16,24.72,1016,38,9.85,0.0,0,10000,7.72,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,20,
2022-05-26 21:00:00,24.24,23.76,1015,40,9.8,0.0,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,21,
2022-05-26 22:00:00,23.36,22.95,1016,46,11.1,0.0,0,10000,6.17,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,22,
2022-05-26 23:00:00,23.05,22.56,1016,44,10.15,0.0,0,10000,3.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-26,23,
2022-05-27 00:00:00,22.36,21.85,1015,46,10.19,0.0,0,10000,1.34,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,0,2.24
2022-05-27 01:00:00,20.76,20.38,1016,57,11.94,0.0,0,10000,2.06,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,1,
2022-05-27 02:00:00,19.37,19.01,1016,63,12.15,0.0,0,10000,2.57,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,2,
2022-05-27 03:00:00,18.63,18.38,1016,70,13.06,0.0,0,10000,1.54,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,3,
2022-05-27 04:00:00,17.76,17.47,1015,72,12.65,0.0,0,10000,2.06,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,4,
2022-05-27 05:00:00,16.6,16.33,1016,77,12.56,0.0,0,10000,3.6,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-27,5,
2022-05-27 06:00:00,16.74,16.45,1016,76,12.49,0.13,0,10000,3.09,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,6,
2022-05-27 07:00:00,17.51,17.12,1017,69,11.77,0.6,0,10000,2.57,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,7,
2022-05-27 08:00:00,19.98,19.55,1017,58,11.48,1.65,0,10000,2.57,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,8,
2022-05-27 09:00:00,22.49,22.07,1017,49,11.26,3.33,0,10000,2.57,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,9,
2022-05-27 10:00:00,24.65,24.29,1016,43,11.25,5.49,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,10,
2022-05-27 11:00:00,26.49,26.49,1016,35,9.8,7.42,0,10000,3.09,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-27,11,
