dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-11-08 00:00:00,17.76,17.89,1015,88,15.75,0.0,75,10000,7.6,225,15.2,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-08,0
2022-11-08 01:00:00,17.28,17.41,1015,90,15.63,0.0,75,10000,14.31,225,16.09,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},2022-11-08,1
2022-11-08 02:00:00,16.52,16.53,1015,88,14.53,0.0,75,10000,7.15,225,9.39,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-11-08,2
2022-11-08 03:00:00,16.8,16.83,1014,88,14.8,0.0,20,10000,3.6,220,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-08,3
2022-11-08 04:00:00,16.7,16.65,1014,85,14.17,0.0,40,10000,8.49,315,9.39,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-11-08,4
2022-11-08 05:00:00,16.38,16.29,1014,85,13.85,0.0,20,10000,6.71,315,9.39,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-08,5
2022-11-08 06:00:00,16.38,16.29,1014,85,13.85,0.0,20,10000,8.49,315,9.83,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-08,6
2022-11-08 07:00:00,16.71,16.71,1014,87,14.54,0.0,20,10000,7.6,315,12.07,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-08,7
2022-11-08 08:00:00,17.25,17.25,1015,85,14.71,0.0,40,10000,9.83,315,14.75,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-11-08,8
2022-11-08 09:00:00,18.32,18.37,1015,83,15.38,0.37,40,10000,10.73,225,16.54,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-11-08,9
