dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-02-25 00:00:00,13.44,12.77,1015,74,8.9,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,0,
2022-02-25 01:00:00,13.47,12.8,1013,74,8.93,0.0,75,10000,3.6,10,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-25,1,
2022-02-25 02:00:00,13.52,12.86,1014,74,8.98,0.0,75,10000,2.06,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-25,2,
2022-02-25 03:00:00,12.91,12.16,1014,73,8.19,0.0,0,10000,1.54,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,3,
2022-02-25 04:00:00,12.27,11.51,1014,75,7.97,0.0,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,4,
2022-02-25 05:00:00,12.34,11.51,1014,72,7.44,0.0,0,10000,3.09,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,5,
2022-02-25 06:00:00,12.21,11.37,1015,72,7.32,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,6,
2022-02-25 07:00:00,12.65,11.77,1015,69,7.12,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-25,7,
2022-02-25 08:00:00,13.1,12.19,1016,66,6.9,0.17,0,10000,6.69,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-25,8,
2022-02-25 09:00:00,13.94,12.98,1016,61,6.55,0.63,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-25,9,
