dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-06-23 00:00:00,17.53,17.38,1014,78,13.65,0.0,20,10000,3.13,360,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,0
2022-06-23 01:00:00,17.53,17.32,1015,76,13.26,0.0,20,10000,2.06,270,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,1
2022-06-23 02:00:00,16.54,16.34,1013,80,13.08,0.0,20,10000,0.45,360,2.24,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,2
2022-06-23 03:00:00,16.61,16.42,1013,80,13.15,0.0,20,10000,1.79,270,1.79,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,3
2022-06-23 04:00:00,16.59,16.39,1013,80,13.13,0.0,20,10000,1.03,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,4
2022-06-23 05:00:00,16.81,16.66,1015,81,13.53,0.0,20,10000,0.51,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,5
2022-06-23 06:00:00,17.13,17.01,1014,81,13.85,0.16,20,10000,2.06,110,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,6
2022-06-23 07:00:00,17.78,17.62,1014,77,13.7,0.65,40,10000,2.06,220,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-23,7
2022-06-23 08:00:00,18.03,17.82,1014,74,13.33,1.73,40,10000,2.06,220,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-23,8
2022-06-23 09:00:00,19.21,19.12,1015,74,14.47,3.42,40,10000,3.09,180,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-23,9
2022-06-23 10:00:00,20.17,20.02,1015,68,14.08,5.39,20,10000,5.81,315,7.15,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,10
2022-06-23 11:00:00,20.47,20.32,1016,67,14.14,7.22,40,10000,4.92,315,9.39,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-23,11
2022-06-23 12:00:00,20.21,20.09,1017,69,14.35,8.36,75,10000,4.63,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-06-23,12
2022-06-23 13:00:00,21.44,21.28,1017,63,14.11,8.69,20,10000,4.12,260,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,13
2022-06-23 14:00:00,22.54,22.36,1016,58,13.87,7.76,20,10000,4.63,270,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,14
2022-06-23 15:00:00,22.58,22.38,1016,57,13.64,6.04,20,10000,6.17,260,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,15
2022-06-23 16:00:00,23.17,22.9,1016,52,12.78,4.07,20,10000,7.6,315,7.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,16
2022-06-23 17:00:00,22.78,22.55,1016,55,13.28,2.21,20,10000,5.66,250,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,17
2022-06-23 18:00:00,21.8,21.42,1018,53,11.81,0.91,20,10000,4.63,310,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,18
2022-06-23 19:00:00,20.54,20.29,1017,63,13.26,0.24,20,10000,5.36,360,7.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,19
2022-06-23 20:00:00,19.04,18.8,1017,69,13.23,0.0,20,10000,5.36,328,6.71,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-23,20
2022-06-23 21:00:00,18.53,18.34,1019,73,13.6,0.0,20,10000,3.09,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,21
2022-06-23 22:00:00,17.49,17.31,1018,77,13.42,0.0,20,10000,3.09,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,22
2022-06-23 23:00:00,17.54,17.36,1020,77,13.47,0.0,20,10000,3.09,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-23,23
2022-06-24 00:00:00,16.73,16.55,1018,80,13.27,0.0,20,10000,1.34,318,2.24,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-24,0
2022-06-24 01:00:00,16.53,16.35,1018,81,13.26,0.0,20,10000,2.57,310,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-24,1
2022-06-24 02:00:00,16.69,16.5,1019,80,13.23,0.0,20,10000,2.68,320,4.47,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-24,2
