dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-12-10 00:00:00,14.15,13.94,1009,89,12.37,0.0,40,10000,2.24,359,4.47,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-10,0
2022-12-10 01:00:00,14.01,13.74,1009,87,11.88,0.0,75,10000,3.6,300,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-10,1
2022-12-10 02:00:00,14.01,13.74,1009,87,11.88,0.0,20,10000,3.58,324,5.36,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-10,2
2022-12-10 03:00:00,13.74,13.39,1010,85,11.27,0.0,40,10000,2.24,300,3.58,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-10,3
2022-12-10 04:00:00,13.76,13.38,1011,84,11.11,0.0,75,10000,1.79,292,3.13,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-10,4
2022-12-10 05:00:00,13.47,13.07,1011,84,10.82,0.0,20,10000,3.09,330,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-10,5
2022-12-10 06:00:00,12.9,12.41,1012,83,10.09,0.0,40,10000,2.57,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-10,6
2022-12-10 07:00:00,12.85,12.36,1012,83,10.04,0.0,40,10000,5.14,330,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-10,7
2022-12-10 08:00:00,12.07,11.55,1014,85,9.63,0.0,40,10000,2.06,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-12-10,8
2022-12-10 09:00:00,13.4,12.78,1014,76,9.26,0.16,20,10000,2.06,280,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-12-10,9
2022-12-10 10:00:00,14.47,13.8,1015,70,9.07,0.79,40,10000,3.09,240,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-12-10,10
2022-12-10 11:00:00,14.43,13.76,1015,70,9.03,1.43,75,10000,3.09,330,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-10,11
2022-12-10 12:00:00,14.79,14.07,1014,67,8.73,1.91,75,10000,3.09,340,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-10,12
2022-12-10 13:00:00,15.31,14.57,1014,64,8.55,1.91,75,10000,3.6,290,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-10,13
