dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-12-25 00:00:00,16.65,16.2,1014,70,11.16,0.0,75,10000,12.52,225,21.9,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-25,0
2022-12-25 01:00:00,16.8,16.39,1014,71,11.52,0.0,75,10000,17.88,315,30.4,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-25,1
2022-12-25 02:00:00,16.77,16.3,1013,69,11.06,0.0,75,6000,11.83,180,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-25,2
2022-12-25 03:00:00,13.98,13.29,1014,71,8.81,0.0,75,7000,16.09,270,19.22,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 1},2022-12-25,3
2022-12-25 04:00:00,13.55,12.97,1013,77,9.6,0.0,20,10000,10.73,315,10.73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.56},2022-12-25,4
2022-12-25 05:00:00,14.11,13.53,1013,75,9.75,0.0,20,10000,8.49,225,12.07,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-25,5
2022-12-25 06:00:00,14.62,13.94,1013,69,9.0,0.0,40,10000,10.28,270,13.86,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-25,6
2022-12-25 07:00:00,15.09,14.72,1014,79,11.48,0.0,75,7000,16.99,360,21.9,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.32},2022-12-25,7
2022-12-25 08:00:00,14.77,14.26,1014,75,10.39,0.0,20,9000,5.81,360,15.2,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'1h': 1},2022-12-25,8
2022-12-25 09:00:00,14.2,13.63,1015,75,9.84,0.04,40,10000,12.07,315,19.22,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.49},2022-12-25,9
2022-12-25 10:00:00,14.8,14.32,1016,76,10.62,0.19,40,10000,11.62,292,12.96,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.13},2022-12-25,10
2022-12-25 11:00:00,14.5,14.46,1018,94,13.55,0.35,40,7000,4.63,180,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'1h': 1.15},2022-12-25,11
2022-12-25 12:00:00,14.44,13.95,1016,77,10.46,0.46,20,10000,7.15,360,9.83,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.65},2022-12-25,12
2022-12-25 13:00:00,14.5,14.46,1018,94,13.55,0.71,75,7000,5.14,210,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'1h': 0.75},2022-12-25,13
2022-12-25 14:00:00,14.36,14.25,1018,92,13.08,0.57,40,8000,6.69,220,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},2022-12-25,14
2022-12-25 15:00:00,12.97,12.31,1015,76,8.84,0.34,20,10000,4.12,200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.18},2022-12-25,15
2022-12-25 16:00:00,13.79,13.21,1016,76,9.64,0.12,40,10000,4.12,160,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.27},2022-12-25,16
2022-12-25 17:00:00,14.5,14.46,1018,94,13.55,0.0,40,10000,5.14,160,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.27},2022-12-25,17
2022-12-25 18:00:00,14.36,13.81,1017,75,9.99,0.0,75,10000,5.66,140,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-25,18
2022-12-25 19:00:00,14.11,13.56,1017,76,9.95,0.0,20,10000,7.15,225,7.15,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-25,19
2022-12-25 20:00:00,13.86,13.26,1018,75,9.51,0.0,20,10000,4.47,225,4.92,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},2022-12-25,20
2022-12-25 21:00:00,13.81,13.18,1018,74,9.26,0.0,20,10000,4.02,360,7.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-25,21
2022-12-25 22:00:00,13.21,12.57,1018,76,9.08,0.0,20,10000,4.63,110,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-25,22
2022-12-25 23:00:00,12.8,12.07,1018,74,8.29,0.0,20,10000,3.13,180,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-25,23
2022-12-26 00:00:00,12.54,11.76,1019,73,7.84,0.0,20,10000,4.47,225,5.36,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,0
2022-12-26 01:00:00,12.31,11.58,1018,76,8.21,0.0,20,10000,3.09,90,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,1
2022-12-26 02:00:00,11.79,10.96,1019,74,7.31,0.0,20,10000,2.06,70,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,2
2022-12-26 03:00:00,12.21,11.47,1019,76,8.11,0.0,20,10000,3.6,30,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-12-26,3
2022-12-26 04:00:00,12.54,11.83,1020,76,8.43,0.0,40,10000,4.92,135,4.92,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-12-26,4
2022-12-26 05:00:00,12.35,11.57,1020,74,7.85,0.0,75,10000,3.09,30,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-26,5
2022-12-26 06:00:00,12.84,11.96,1020,68,7.09,0.0,75,10000,3.6,60,,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.42},2022-12-26,6
