dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-01-27 00:00:00,12.33,11.16,1020,59,4.55,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,0
2022-01-27 01:00:00,12.26,11.08,1020,59,4.49,0.0,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,1
2022-01-27 02:00:00,12.17,10.98,1020,59,4.4,0.0,0,10000,5.66,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,2
2022-01-27 03:00:00,11.85,10.68,1020,61,4.58,0.0,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,3
2022-01-27 04:00:00,11.64,10.48,1020,62,4.61,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,4
2022-01-27 05:00:00,11.52,10.32,1018,61,4.27,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,5
2022-01-27 06:00:00,11.33,10.14,1018,62,4.32,0.0,20,10000,5.14,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-27,6
2022-01-27 07:00:00,11.39,10.23,1020,63,4.61,0.0,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,7
2022-01-27 08:00:00,11.45,10.35,1021,65,5.11,0.0,20,10000,4.63,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-27,8
2022-01-27 09:00:00,11.51,10.47,1022,67,5.6,0.36,20,10000,5.14,40,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",2022-01-27,9
2022-01-27 10:00:00,12.33,11.26,1022,63,5.5,0.94,0,10000,4.12,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-27,10
2022-01-27 11:00:00,13.41,12.45,1022,63,6.52,1.62,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-27,11
2022-01-27 12:00:00,14.76,13.81,1021,58,6.59,2.09,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-27,12
2022-01-27 13:00:00,15.92,15.11,1025,59,7.93,1.42,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-27,13
2022-01-27 14:00:00,17.07,16.24,1024,54,7.7,1.16,20,10000,4.12,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-27,14
2022-01-27 15:00:00,17.7,16.73,1020,46,5.95,0.74,20,10000,4.63,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-27,15
2022-01-27 16:00:00,17.8,16.86,1020,47,6.35,0.5,20,10000,6.69,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-27,16
2022-01-27 17:00:00,17.15,16.2,1019,49,6.36,0.13,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-27,17
2022-01-27 18:00:00,15.69,14.72,1020,54,6.42,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-27,18
