dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-10-15 00:00:00,17.16,17.07,1017,82,14.06,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-15,0,
2022-10-15 01:00:00,17.16,17.05,1017,81,13.88,0.0,0,10000,2.68,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.47,2022-10-15,1,
2022-10-15 02:00:00,16.3,16.23,1016,86,13.96,0.0,0,10000,3.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-15,2,
2022-10-15 03:00:00,16.3,16.23,1016,86,13.96,0.0,0,10000,3.6,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-15,3,
2022-10-15 04:00:00,16.09,16.03,1015,87,13.93,0.0,20,10000,3.09,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-15,4,
2022-10-15 05:00:00,15.93,15.9,1016,89,14.12,0.0,20,10000,4.47,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-10-15,5,
2022-10-15 06:00:00,16.26,16.37,1018,93,15.13,0.0,20,10000,6.69,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-15,6,
2022-10-15 07:00:00,15.97,15.92,1015,88,13.99,0.0,20,10000,5.66,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,7,
2022-10-15 08:00:00,17.11,17.17,1017,88,15.11,0.26,20,10000,6.17,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,8,
2022-10-15 09:00:00,18.94,18.9,1016,77,14.82,1.0,20,10000,6.17,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,9,
2022-10-15 10:00:00,20.61,20.55,1016,70,14.95,2.27,20,10000,5.14,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,10,
2022-10-15 11:00:00,20.51,20.5,1016,72,15.29,3.66,20,10000,3.6,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,11,
2022-10-15 12:00:00,22.66,22.68,1016,65,15.75,4.61,20,10000,2.68,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",5.36,2022-10-15,12,
2022-10-15 13:00:00,23.25,23.25,1017,62,15.57,4.4,20,10000,2.57,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,13,
2022-10-15 14:00:00,23.7,23.72,1014,61,15.74,3.7,20,10000,3.6,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,14,
2022-10-15 15:00:00,23.63,23.64,1014,61,15.67,2.46,20,10000,5.36,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",6.71,2022-10-15,15,
2022-10-15 16:00:00,22.23,22.15,1014,63,14.86,1.11,20,10000,5.81,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",7.6,2022-10-15,16,
2022-10-15 17:00:00,21.14,21.11,1015,69,15.23,0.35,20,10000,4.12,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-10-15,17,
2022-10-15 18:00:00,19.27,19.18,1014,74,14.53,0.0,20,10000,4.92,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",5.36,2022-10-15,18,
2022-10-15 19:00:00,18.22,18.16,1014,79,14.52,0.0,20,10000,4.12,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-15,19,
2022-10-15 20:00:00,18.19,18.21,1015,82,15.07,0.0,20,10000,3.09,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-15,20,
2022-10-15 21:00:00,17.32,17.27,1015,83,14.41,0.0,20,10000,2.57,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-15,21,
2022-10-15 22:00:00,17.81,17.74,1015,80,14.32,0.0,40,10000,2.57,250,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-10-15,22,
2022-10-15 23:00:00,18.27,18.22,1015,79,14.57,0.0,75,10000,7.15,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",9.39,2022-10-15,23,
2022-10-16 00:00:00,18.39,18.27,1015,76,14.09,0.0,75,10000,4.02,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",4.92,2022-10-16,0,
2022-10-16 01:00:00,18.39,18.09,1014,69,12.61,0.0,75,10000,5.36,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",6.71,2022-10-16,1,
2022-10-16 02:00:00,17.91,17.82,1014,79,14.22,0.0,75,10000,5.36,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",5.36,2022-10-16,2,
2022-10-16 03:00:00,18.53,18.58,1015,82,15.4,0.0,75,10000,3.09,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-16,3,
2022-10-16 04:00:00,18.53,18.53,1015,80,15.02,0.0,75,10000,3.09,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-16,4,
2022-10-16 05:00:00,18.39,18.3,1014,77,14.29,0.0,75,10000,4.92,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",7.6,2022-10-16,5,
2022-10-16 06:00:00,18.11,18.07,1014,80,14.61,0.0,75,10000,4.92,315,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",8.05,2022-10-16,6,
2022-10-16 07:00:00,17.79,17.77,1014,82,14.68,0.0,75,10000,7.6,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",7.6,2022-10-16,7,
2022-10-16 08:00:00,17.62,17.58,1014,82,14.51,0.2,75,10000,4.47,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",4.92,2022-10-16,8,
2022-10-16 09:00:00,18.0,17.97,1014,81,14.69,0.79,75,10000,3.09,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-16,9,
2022-10-16 10:00:00,18.43,18.37,1014,78,14.53,1.86,75,10000,3.09,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-16,10,
2022-10-16 11:00:00,19.73,19.72,1014,75,15.18,3.0,40,10000,4.12,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-16,11,
2022-10-16 12:00:00,20.75,20.71,1014,70,15.09,3.79,40,10000,7.15,315,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",9.39,2022-10-16,12,
2022-10-16 13:00:00,21.8,21.76,1013,66,15.17,3.9,40,10000,4.02,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",5.81,2022-10-16,13,
2022-10-16 14:00:00,21.56,21.47,1013,65,14.71,3.28,20,10000,8.49,225,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",11.62,2022-10-16,14,{'1h': 1}
2022-10-16 15:00:00,21.15,21.12,1012,69,15.24,2.17,20,10000,5.81,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",8.49,2022-10-16,15,{'1h': 0.24}
2022-10-16 16:00:00,21.26,21.19,1012,67,14.89,0.79,20,10000,4.12,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,2022-10-16,16,{'1h': 0.32}
2022-10-16 17:00:00,20.35,20.35,1013,73,15.35,0.24,20,10000,7.15,360,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",7.15,2022-10-16,17,{'1h': 0.27}
2022-10-16 18:00:00,20.17,20.12,1013,72,14.97,0.0,0,10000,2.24,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.47,2022-10-16,18,
2022-10-16 19:00:00,19.33,19.28,1013,75,14.79,0.0,0,10000,3.13,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.47,2022-10-16,19,
2022-10-16 20:00:00,19.19,19.18,1014,77,15.06,0.0,0,10000,2.24,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",3.13,2022-10-16,20,{'1h': 0.24}
2022-10-16 21:00:00,18.94,18.95,1014,79,15.22,0.0,20,10000,2.68,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",5.81,2022-10-16,21,{'1h': 0.18}
2022-10-16 22:00:00,18.79,18.76,1014,78,14.88,0.0,0,10000,2.24,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2.24,2022-10-16,22,
2022-10-16 23:00:00,18.69,18.65,1014,78,14.78,0.0,0,10000,2.06,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-16,23,
