dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-01-26 00:00:00,10.27,9.02,1023,64,3.77,0.0,0,10000,2.06,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,0
2022-01-26 01:00:00,9.92,8.68,1022,67,4.09,0.0,0,10000,2.57,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,1
2022-01-26 02:00:00,9.47,7.82,1022,68,3.87,0.0,0,10000,3.09,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,2
2022-01-26 03:00:00,9.15,7.77,1021,69,3.77,0.0,0,10000,2.57,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,3
2022-01-26 04:00:00,8.78,7.33,1021,71,3.82,0.0,0,10000,2.57,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,4
2022-01-26 05:00:00,8.54,6.7,1021,72,3.79,0.0,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,5
2022-01-26 06:00:00,8.51,6.11,1021,71,3.56,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,6
2022-01-26 07:00:00,8.68,6.09,1021,69,3.32,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,7
2022-01-26 08:00:00,8.59,5.77,1022,69,3.23,0.0,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,8
2022-01-26 09:00:00,9.06,6.36,1022,68,3.48,0.37,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,9
2022-01-26 10:00:00,10.34,9.05,1021,62,3.38,0.95,0,10000,6.17,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,10
2022-01-26 11:00:00,11.03,9.81,1022,62,4.04,1.63,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,11
2022-01-26 12:00:00,12.13,10.94,1022,59,4.37,2.1,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,12
2022-01-26 13:00:00,12.97,11.84,1021,58,4.91,2.18,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,13
2022-01-26 14:00:00,13.82,12.72,1020,56,5.2,1.79,0,10000,6.69,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,14
2022-01-26 15:00:00,14.5,13.42,1020,54,5.31,1.13,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,15
2022-01-26 16:00:00,14.55,13.44,1019,53,5.09,0.49,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,16
2022-01-26 17:00:00,14.15,13.08,1019,56,5.51,0.12,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-26,17
2022-01-26 18:00:00,13.16,12.07,1020,59,5.33,0.0,0,10000,4.63,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,18
2022-01-26 19:00:00,12.69,11.58,1020,60,5.13,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,19
2022-01-26 20:00:00,12.4,11.29,1020,61,5.1,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-26,20
