dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-10-22 00:00:00,17.77,17.74,1013,82,14.66,0.0,75,10000,16.09,180,17.88,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,0
2022-10-22 01:00:00,17.77,17.74,1012,82,14.66,0.0,75,9000,14.75,247,21.46,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,1
2022-10-22 02:00:00,17.77,17.74,1012,82,14.66,0.0,75,10000,12.96,292,14.75,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,2
2022-10-22 03:00:00,17.37,17.36,1011,84,14.64,0.0,75,8000,11.62,270,23.69,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,3
2022-10-22 04:00:00,17.77,17.77,1011,83,14.85,0.0,75,10000,10.28,270,16.09,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,4
2022-10-22 05:00:00,17.77,17.72,1010,81,14.47,0.0,75,10000,16.99,180,19.22,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,5
2022-10-22 06:00:00,18.1,18.05,1010,80,14.6,0.0,75,10000,18.78,225,22.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,6
2022-10-22 07:00:00,18.16,18.17,1010,82,15.04,0.0,75,10000,9.83,270,16.99,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,7
2022-10-22 08:00:00,18.64,18.52,1009,75,14.12,0.07,75,10000,17.88,247,24.14,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,8
2022-10-22 09:00:00,19.31,19.39,1009,80,15.78,0.31,75,10000,20.12,247,29.5,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.49},2022-10-22,9
2022-10-22 10:00:00,17.25,17.3,1010,87,15.07,1.39,75,4000,17.43,315,18.78,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.49},2022-10-22,10
2022-10-22 11:00:00,18.1,18.11,1009,82,14.98,2.26,75,10000,14.31,225,21.46,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,11
2022-10-22 12:00:00,20.4,20.4,1009,73,15.4,2.88,40,10000,15.2,315,17.43,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-22,12
2022-10-22 13:00:00,21.15,21.15,1009,70,15.47,3.17,40,10000,18.78,225,21.46,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-22,13
2022-10-22 14:00:00,19.27,19.29,1009,78,15.34,2.64,75,10000,19.22,292,19.22,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,14
2022-10-22 15:00:00,19.65,19.81,1010,82,16.49,1.74,75,10000,7.2,220,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,15
2022-10-22 16:00:00,17.92,17.83,1009,79,14.23,0.6,75,10000,5.66,240,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-22,16
2022-10-22 17:00:00,16.88,16.79,1009,83,13.98,0.18,75,3000,7.6,270,9.39,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-10-22,17
2022-10-22 18:00:00,16.85,16.78,1009,84,14.13,0.0,40,10000,7.6,225,12.07,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-10-22,18
2022-10-22 19:00:00,16.85,16.81,1010,85,14.32,0.0,40,10000,10.28,225,13.86,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-10-22,19
2022-10-22 20:00:00,17.1,17.09,1010,85,14.56,0.0,75,10000,12.52,315,14.31,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.18},2022-10-22,20
2022-10-22 21:00:00,17.44,17.41,1010,83,14.52,0.0,75,10000,5.81,292,16.09,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,21
2022-10-22 22:00:00,16.05,15.88,1011,83,13.17,0.0,75,10000,13.86,315,17.88,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,22
2022-10-22 23:00:00,16.92,16.76,1011,80,13.45,0.0,75,5000,15.2,225,19.22,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-22,23
2022-10-23 00:00:00,16.95,16.79,1011,80,13.48,0.0,20,10000,14.31,315,17.43,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-23,0
2022-10-23 01:00:00,17.28,17.02,1011,75,12.81,0.0,20,10000,13.86,315,21.9,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-23,1
2022-10-23 02:00:00,17.28,17.05,1010,76,13.01,0.0,20,10000,13.86,315,22.35,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-23,2
2022-10-23 03:00:00,17.23,17.02,1011,77,13.17,0.0,20,10000,14.31,315,18.78,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-23,3
2022-10-23 04:00:00,17.23,16.94,1011,74,12.56,0.0,0,10000,15.2,225,15.2,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-23,4
2022-10-23 05:00:00,17.0,16.71,1012,75,12.54,0.0,20,10000,14.75,225,16.99,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-23,5
