dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-03-09 00:00:00,13.07,12.68,1016,86,10.78,0.0,75,9000,5.66,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-09,0
2022-03-09 01:00:00,13.0,12.63,1016,87,10.89,0.0,75,10000,4.12,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-09,1
2022-03-09 02:00:00,13.06,12.64,1015,85,10.6,0.0,40,10000,3.6,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,2
2022-03-09 03:00:00,12.64,12.21,1014,86,10.36,0.0,40,10000,3.58,233,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",6.26,,2022-03-09,3
2022-03-09 04:00:00,12.7,12.25,1014,85,10.25,0.0,20,10000,2.57,150,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-09,4
2022-03-09 05:00:00,12.68,12.12,1018,81,9.51,0.0,40,10000,3.09,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,5
2022-03-09 06:00:00,12.59,12.02,1018,81,9.42,0.0,40,10000,3.09,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,6
2022-03-09 07:00:00,12.37,11.83,1018,83,9.57,0.0,20,10000,3.6,150,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-09,7
2022-03-09 08:00:00,13.02,12.49,1019,81,9.84,0.35,20,10000,4.63,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-09,8
2022-03-09 09:00:00,14.42,13.85,1019,74,9.85,1.1,20,10000,6.17,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-09,9
2022-03-09 10:00:00,15.24,14.67,1019,71,10.02,1.99,40,10000,6.69,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,10
2022-03-09 11:00:00,15.58,14.92,1019,66,9.26,3.04,40,10000,8.75,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,11
2022-03-09 12:00:00,15.89,15.28,1019,67,9.78,3.76,75,10000,7.2,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-09,12
2022-03-09 13:00:00,15.78,15.16,1019,67,9.67,3.27,75,10000,8.75,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-09,13
2022-03-09 14:00:00,16.33,15.72,1019,65,9.74,2.79,40,10000,8.75,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,14
2022-03-09 15:00:00,16.18,15.58,1018,66,9.83,1.93,40,10000,8.23,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,15
2022-03-09 16:00:00,16.06,15.44,1018,66,9.72,0.77,40,10000,6.69,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,16
2022-03-09 17:00:00,15.13,14.55,1018,71,9.92,0.28,40,10000,7.2,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-09,17
2022-03-09 18:00:00,13.26,12.6,1019,75,8.93,0.0,75,10000,6.69,250,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",,{'1h': 1.15},2022-03-09,18
2022-03-09 19:00:00,13.14,12.52,1019,77,9.2,0.0,40,10000,2.57,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,19
2022-03-09 20:00:00,13.18,12.64,1020,80,9.81,0.0,40,10000,1.54,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,20
2022-03-09 21:00:00,13.09,12.49,1020,78,9.35,0.0,40,10000,1.54,120,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,21
2022-03-09 22:00:00,13.01,12.38,1020,77,9.08,0.0,40,10000,2.57,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,22
2022-03-09 23:00:00,12.78,12.23,1020,81,9.61,0.0,40,10000,2.57,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-09,23
2022-03-10 00:00:00,12.62,12.03,1020,80,9.26,0.0,75,10000,2.06,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-10,0
2022-03-10 01:00:00,12.88,12.36,1019,82,9.89,0.0,40,10000,1.54,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,1
2022-03-10 02:00:00,12.82,12.35,1019,84,10.19,0.0,40,10000,1.54,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,2
2022-03-10 03:00:00,12.61,12.09,1019,83,9.8,0.0,20,10000,2.57,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,3
2022-03-10 04:00:00,12.33,11.84,1018,85,9.88,0.0,20,9000,3.6,190,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,4
2022-03-10 05:00:00,12.74,12.29,1018,85,10.29,0.0,20,10000,4.12,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,5
2022-03-10 06:00:00,12.97,12.54,1019,85,10.51,0.0,40,10000,3.6,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,6
2022-03-10 07:00:00,13.28,12.94,1015,87,11.16,0.0,20,10000,4.12,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-10,7
2022-03-10 08:00:00,13.62,13.31,1015,87,11.5,0.32,40,10000,4.12,180,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-10,8
2022-03-10 09:00:00,14.09,13.83,1016,87,11.96,1.02,75,10000,5.66,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,9
2022-03-10 10:00:00,15.31,14.91,1015,77,11.31,2.14,75,10000,6.26,293,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",13.41,,2022-03-10,10
2022-03-10 11:00:00,15.73,15.26,1015,73,10.91,3.29,75,10000,6.71,246,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",12.96,,2022-03-10,11
2022-03-10 12:00:00,16.11,15.68,1015,73,11.27,4.07,75,10000,8.23,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,12
2022-03-10 13:00:00,16.41,15.93,1015,70,10.93,4.79,75,10000,8.75,200,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",,,2022-03-10,13
2022-03-10 14:00:00,16.13,15.63,1014,70,10.66,4.08,75,10000,9.77,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,14
2022-03-10 15:00:00,15.3,14.92,1013,78,11.49,2.81,75,6000,11.62,297,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",15.2,,2022-03-10,15
2022-03-10 16:00:00,15.4,15.11,1013,81,12.16,1.32,75,10000,9.77,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,16
2022-03-10 17:00:00,14.73,14.48,1012,85,12.24,0.48,75,10000,8.75,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,17
2022-03-10 18:00:00,14.81,14.49,1012,82,11.77,0.0,75,10000,8.23,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,18
2022-03-10 19:00:00,13.77,13.47,1016,87,11.65,0.0,75,4000,9.77,190,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.24},2022-03-10,19
2022-03-10 20:00:00,13.6,13.34,1015,89,11.82,0.0,75,7000,10.29,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",15.43,,2022-03-10,20
2022-03-10 21:00:00,13.93,13.78,1011,92,12.65,0.0,75,6000,8.75,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-10,21
2022-03-10 22:00:00,14.34,14.23,1011,92,13.06,0.0,75,10000,8.75,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-10,22
2022-03-10 23:00:00,14.65,14.55,1011,91,13.2,0.0,75,10000,7.72,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-10,23
