dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-03-03 00:00:00,12.64,12.02,1020,79,9.1,0.0,20,10000,1.54,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-03,0
2022-03-03 01:00:00,12.91,12.35,1019,80,9.55,0.0,75,10000,2.06,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,1
2022-03-03 02:00:00,13.19,12.63,1019,79,9.63,0.0,75,10000,2.06,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,2
2022-03-03 03:00:00,13.77,13.27,1018,79,10.2,0.0,75,10000,3.09,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,3
2022-03-03 04:00:00,13.92,13.53,1017,83,11.08,0.0,75,10000,3.6,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,4
2022-03-03 05:00:00,14.22,13.94,1016,86,11.91,0.0,75,10000,4.63,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,5
2022-03-03 06:00:00,14.63,14.47,1015,89,12.84,0.0,75,10000,3.6,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-03,6
2022-03-03 07:00:00,14.9,14.77,1016,89,13.1,0.0,75,10000,5.66,250,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,,2022-03-03,7
2022-03-03 08:00:00,14.12,13.81,1015,85,11.64,0.03,40,7000,7.2,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",12.86,,2022-03-03,8
2022-03-03 09:00:00,12.54,12.1,1016,86,10.26,0.11,75,10000,11.32,340,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.24},2022-03-03,9
2022-03-03 10:00:00,12.49,11.81,1017,77,8.57,1.75,20,10000,9.39,75,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.07,,2022-03-03,10
2022-03-03 11:00:00,13.27,12.53,1018,72,8.34,2.74,20,10000,10.29,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-03,11
2022-03-03 12:00:00,14.96,14.05,1018,59,7.02,3.42,20,10000,11.32,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",16.98,,2022-03-03,12
2022-03-03 13:00:00,15.25,14.14,1018,50,4.9,4.16,20,10000,12.86,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",18.01,,2022-03-03,13
2022-03-03 14:00:00,15.17,14.07,1018,51,5.11,3.52,20,10000,12.86,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-03,14
