dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-01-24 00:00:00,10.17,9.02,1019,68,4.54,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,0
2022-01-24 01:00:00,9.75,7.89,1019,69,4.34,0.0,0,10000,3.6,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,1
2022-01-24 02:00:00,9.17,6.93,1019,69,3.79,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,2
2022-01-24 03:00:00,8.87,7.1,1019,70,3.7,0.0,0,10000,3.09,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,3
2022-01-24 04:00:00,8.62,6.25,1019,71,3.67,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,4
2022-01-24 05:00:00,8.16,5.68,1019,72,3.42,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,5
2022-01-24 06:00:00,7.94,5.68,1019,72,3.21,0.0,0,10000,3.6,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,6
2022-01-24 07:00:00,7.64,5.04,1020,73,3.12,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-24,7
2022-01-24 08:00:00,7.59,4.74,1020,73,3.07,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-24,8
2022-01-24 09:00:00,8.51,5.67,1020,70,3.36,0.38,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-24,9
2022-01-24 10:00:00,9.5,6.91,1021,67,3.69,0.98,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-24,10
2022-01-24 11:00:00,10.94,9.71,1020,62,3.95,1.69,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-24,11
2022-01-24 12:00:00,12.24,11.09,1020,60,4.71,2.2,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-24,12
