dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-05-08 00:00:00,18.86,18.0,1013,46,7.0,0.0,0,10000,3.09,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,0,
2022-05-08 01:00:00,17.85,17.05,1019,52,7.87,0.0,0,10000,3.09,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,1,
2022-05-08 02:00:00,18.26,17.29,1009,44,5.81,0.0,0,10000,2.57,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,2,
2022-05-08 03:00:00,18.25,17.31,1012,45,6.13,0.0,0,10000,3.09,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,3,
2022-05-08 04:00:00,17.51,16.57,1012,48,6.39,0.0,0,10000,2.57,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,4,
2022-05-08 05:00:00,17.2,16.31,1012,51,6.99,0.0,0,10000,3.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-05-08,5,
2022-05-08 06:00:00,17.14,16.35,1013,55,8.04,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,6,
2022-05-08 07:00:00,18.59,17.84,1013,51,8.27,0.44,0,10000,2.57,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,7,
2022-05-08 08:00:00,19.96,19.29,1013,49,8.94,1.38,0,10000,2.57,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,8,
2022-05-08 09:00:00,23.05,22.51,1014,42,9.46,2.92,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,9,
2022-05-08 10:00:00,23.32,22.86,1019,44,10.39,4.79,0,10000,3.09,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,10,
2022-05-08 11:00:00,26.19,26.19,1014,34,9.11,6.59,0,10000,3.09,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,11,
2022-05-08 12:00:00,27.71,26.98,1018,32,9.53,7.72,0,10000,3.09,210,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,12,
2022-05-08 13:00:00,29.23,28.07,1012,30,9.89,7.95,0,10000,3.6,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,13,
2022-05-08 14:00:00,29.37,28.07,1013,28,8.98,7.04,0,10000,5.14,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,14,
2022-05-08 15:00:00,29.32,28.27,1017,32,10.93,5.36,0,10000,6.17,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,15,
2022-05-08 16:00:00,28.37,27.72,1013,36,11.88,3.33,0,10000,5.66,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,16,
2022-05-08 17:00:00,26.79,26.53,1012,36,10.49,1.68,0,10000,7.2,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,17,
2022-05-08 18:00:00,25.56,25.22,1016,40,10.98,0.62,0,10000,8.75,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-05-08,18,
