dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-12-07 00:00:00,12.59,12.31,1016,92,11.33,0.0,100,300,1.54,0,6.69,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,0
2022-12-07 01:00:00,11.32,10.99,1015,95,10.55,0.0,100,200,1.54,50,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,1
2022-12-07 02:00:00,11.25,10.91,1015,95,10.48,0.0,100,200,2.57,50,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,2
2022-12-07 03:00:00,11.25,10.91,1014,95,10.48,0.0,100,300,3.09,40,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,3
2022-12-07 04:00:00,10.85,10.47,1014,95,10.08,0.0,75,2000,2.57,20,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,2022-12-07,4
2022-12-07 05:00:00,10.77,10.38,1013,95,10.0,0.0,75,2000,3.09,70,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,2022-12-07,5
2022-12-07 06:00:00,10.74,10.35,1013,95,9.97,0.0,100,400,3.09,70,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,6
2022-12-07 07:00:00,10.7,10.33,1012,96,10.09,0.0,100,300,3.09,70,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-12-07,7
2022-12-07 08:00:00,10.82,10.46,1012,96,10.21,0.0,100,200,4.12,90,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-07,8
2022-12-07 09:00:00,10.4,9.98,1012,95,9.63,0.25,100,250,4.12,90,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-07,9
2022-12-07 10:00:00,10.88,10.5,1012,95,10.11,0.26,75,2000,4.12,90,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-12-07,10
2022-12-07 11:00:00,11.96,11.69,1012,95,11.19,0.46,75,4000,5.14,110,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.21},2022-12-07,11
2022-12-07 12:00:00,12.79,12.68,1010,98,12.48,0.62,75,3500,5.14,100,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",{'1h': 0.12},2022-12-07,12
2022-12-07 13:00:00,13.06,12.9,1009,95,12.28,0.43,75,2500,5.14,120,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-12-07,13
2022-12-07 14:00:00,13.57,13.46,1008,95,12.79,0.34,100,10000,6.17,120,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,2022-12-07,14
2022-12-07 15:00:00,14.62,14.67,1006,97,14.15,0.21,75,10000,7.2,120,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-07,15
2022-12-07 16:00:00,14.73,14.79,1005,97,14.26,0.18,75,10000,6.69,130,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-07,16
2022-12-07 17:00:00,14.73,14.79,1004,97,14.26,0.0,75,2200,7.2,110,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-12-07,17
2022-12-07 18:00:00,14.09,14.04,1005,95,13.3,0.0,75,2500,5.66,120,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-12-07,18
2022-12-07 19:00:00,14.54,14.53,1003,95,13.75,0.0,75,6000,8.75,120,,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.49},2022-12-07,19
