dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-01-29 00:00:00,11.91,10.54,1024,53,2.64,0.0,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,0,
2022-01-29 01:00:00,11.35,9.9,1024,52,1.86,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,1,
2022-01-29 02:00:00,11.0,9.46,1024,50,0.99,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,2,
2022-01-29 03:00:00,10.47,8.9,1024,51,0.77,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,3,
2022-01-29 04:00:00,10.14,8.49,1024,49,-0.07,0.0,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,4,
2022-01-29 05:00:00,10.58,8.79,1022,42,-1.58,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,5,
2022-01-29 06:00:00,10.07,8.23,1022,42,-1.99,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,6,
2022-01-29 07:00:00,9.83,7.74,1024,42,-2.18,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,7,
2022-01-29 08:00:00,9.43,7.25,1024,44,-1.94,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,8,
2022-01-29 09:00:00,10.08,8.29,1025,44,-1.42,0.37,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,9,
2022-01-29 10:00:00,11.43,9.7,1025,41,-1.19,0.93,0,10000,6.69,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,10,
2022-01-29 11:00:00,12.79,11.22,1026,42,0.21,1.57,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,11,
2022-01-29 12:00:00,14.24,12.74,1025,39,0.49,2.03,0,10000,5.66,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,12,
2022-01-29 13:00:00,16.43,15.09,1024,37,1.71,2.14,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,13,
2022-01-29 14:00:00,17.07,15.8,1024,37,2.28,1.75,0,10000,6.69,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,14,
2022-01-29 15:00:00,17.72,16.49,1023,36,2.47,1.12,0,10000,4.12,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,15,
2022-01-29 16:00:00,17.95,16.71,1023,35,2.28,0.5,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,16,
2022-01-29 17:00:00,17.44,16.15,1023,35,1.83,0.13,0,10000,5.14,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-29,17,
2022-01-29 18:00:00,16.05,14.73,1023,39,2.11,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,18,
2022-01-29 19:00:00,15.6,14.23,1023,39,1.71,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,19,
2022-01-29 20:00:00,15.3,13.9,1023,39,1.44,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,20,
2022-01-29 21:00:00,14.63,13.14,1020,38,0.48,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,21,
2022-01-29 22:00:00,13.76,12.26,1022,41,0.75,0.0,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,22,
2022-01-29 23:00:00,13.08,11.57,1022,43,0.8,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-29,23,
2022-01-30 00:00:00,12.85,11.26,1022,41,-0.06,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,0,
2022-01-30 01:00:00,12.57,10.87,1022,38,-1.2,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,1,
2022-01-30 02:00:00,13.05,11.27,1019,33,-2.51,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,2,
2022-01-30 03:00:00,12.22,10.41,1021,35,-2.46,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,3,
2022-01-30 04:00:00,11.91,10.07,1021,35,-2.7,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,4,
2022-01-30 05:00:00,11.35,9.56,1023,39,-1.85,0.0,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,5,
2022-01-30 06:00:00,10.94,9.08,1021,38,-2.49,0.0,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,6,
2022-01-30 07:00:00,10.97,9.11,1022,38,-2.47,0.0,0,10000,3.09,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,7,
2022-01-30 08:00:00,10.42,8.54,1023,39,-2.59,0.0,0,10000,2.57,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,8,
2022-01-30 09:00:00,10.8,8.98,1023,40,-1.99,0.36,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,9,
2022-01-30 10:00:00,11.83,10.09,1024,39,-1.47,0.94,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,10,
2022-01-30 11:00:00,13.16,11.52,1024,38,-0.73,1.59,0,10000,3.09,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,11,
2022-01-30 12:00:00,13.83,12.23,1024,37,-0.53,2.07,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,12,
2022-01-30 13:00:00,15.56,14.09,1023,35,0.17,2.06,0,10000,2.57,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,13,
2022-01-30 14:00:00,16.95,15.61,1022,35,1.4,1.68,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,14,
2022-01-30 15:00:00,17.76,16.32,1026,28,-0.86,1.08,0,10000,2.57,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,15,
2022-01-30 16:00:00,17.35,15.95,1022,31,0.07,0.55,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,16,
2022-01-30 17:00:00,16.74,15.46,1021,38,2.36,0.14,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-30,17,7.2
2022-01-30 18:00:00,14.65,13.42,1022,48,3.77,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-30,18,
