dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-07-16 00:00:00,21.06,21.02,1014,69,15.16,0.0,0,10000,5.14,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-16,0
2022-07-16 01:00:00,20.27,20.23,1014,72,15.06,0.0,0,10000,4.63,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-16,1
2022-07-16 02:00:00,19.27,19.29,1014,78,15.34,0.0,20,10000,4.92,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.92,2022-07-16,2
2022-07-16 03:00:00,18.84,18.89,1014,81,15.51,0.0,20,10000,5.81,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",5.81,2022-07-16,3
2022-07-16 04:00:00,18.51,18.56,1014,82,15.38,0.0,0,10000,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-16,4
2022-07-16 05:00:00,18.51,18.53,1014,81,15.19,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-07-16,5
2022-07-16 06:00:00,18.57,18.41,1015,74,13.85,0.13,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-16,6
2022-07-16 07:00:00,19.48,19.6,1015,81,16.14,0.61,0,10000,2.57,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-16,7
2022-07-16 08:00:00,22.0,22.06,1015,69,16.06,1.69,0,10000,2.24,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2.24,2022-07-16,8
2022-07-16 09:00:00,25.06,25.16,1015,59,16.49,3.45,0,10000,2.57,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-16,9
2022-07-16 10:00:00,27.51,28.15,1015,53,17.08,5.55,0,10000,2.57,210,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-16,10
