dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-04-22 00:00:00,12.75,12.35,999,87,10.64,0.0,20,10000,5.66,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-04-22,0
2022-04-22 01:00:00,12.54,12.15,998,88,10.61,0.0,75,10000,4.12,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-04-22,1
2022-04-22 02:00:00,12.38,11.89,996,85,9.93,0.0,75,10000,6.17,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-04-22,2
2022-04-22 03:00:00,12.15,11.59,1001,83,9.35,0.0,20,10000,4.12,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-04-22,3
2022-04-22 04:00:00,12.08,11.56,996,85,9.64,0.0,40,7000,5.14,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-04-22,4
2022-04-22 05:00:00,12.25,11.72,995,84,9.63,0.0,20,10000,5.14,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-04-22,5
2022-04-22 06:00:00,12.18,11.57,995,81,9.02,0.0,20,10000,5.14,240,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},,2022-04-22,6
2022-04-22 07:00:00,12.46,11.82,995,79,8.92,0.1,40,10000,6.17,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-04-22,7
2022-04-22 08:00:00,12.29,11.64,995,79,8.76,0.33,75,8000,6.17,240,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 0.18},,2022-04-22,8
2022-04-22 09:00:00,11.48,10.88,994,84,8.87,0.75,40,9000,7.2,230,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 0.86},,2022-04-22,9
2022-04-22 10:00:00,11.88,11.26,994,82,8.91,1.2,20,10000,6.17,230,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 0.21},,2022-04-22,10
2022-04-22 11:00:00,11.62,10.98,994,82,8.66,1.68,40,10000,5.66,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-04-22,11
2022-04-22 12:00:00,11.52,10.92,993,84,8.91,1.99,75,9000,6.17,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.75},,2022-04-22,12
2022-04-22 13:00:00,12.5,11.87,992,79,8.96,2.28,40,10000,6.17,220,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-04-22,13
2022-04-22 14:00:00,13.32,12.56,992,71,8.18,2.01,75,10000,7.2,230,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},,2022-04-22,14
2022-04-22 15:00:00,11.52,10.74,992,77,7.63,1.5,75,9000,7.72,230,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",{'1h': 0.42},,2022-04-22,15
2022-04-22 16:00:00,11.68,10.97,992,79,8.16,2.02,75,10000,6.69,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-04-22,16
2022-04-22 17:00:00,11.5,10.72,992,77,7.61,0.98,75,10000,8.75,230,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",{'1h': 0.21},,2022-04-22,17
2022-04-22 18:00:00,10.62,9.85,992,81,7.5,0.32,40,10000,4.63,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-04-22,18
2022-04-22 19:00:00,9.89,7.16,993,81,6.79,0.0,75,9000,5.81,276,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10.28,2022-04-22,19
2022-04-22 20:00:00,9.89,7.22,993,82,6.97,0.0,20,10000,5.66,260,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",{'1h': 0.24},10.8,2022-04-22,20
2022-04-22 21:00:00,9.98,7.16,994,80,6.69,0.0,40,10000,6.17,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-04-22,21
2022-04-22 22:00:00,10.09,9.24,994,80,6.8,0.0,20,10000,3.6,250,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.27},,2022-04-22,22
2022-04-22 23:00:00,9.65,8.02,994,81,6.55,0.0,20,10000,3.13,257,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.36},5.36,2022-04-22,23
2022-04-23 00:00:00,9.1,6.61,996,83,6.37,0.0,20,10000,4.63,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-04-23,0
2022-04-23 01:00:00,9.56,6.63,1001,80,6.28,0.0,40,10000,6.17,270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-04-23,1
2022-04-23 02:00:00,9.01,6.3,997,83,6.28,0.0,20,10000,5.14,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-04-23,2
