dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-01-23 00:00:00,9.48,7.09,1020,63,2.8,0.0,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,0
2022-01-23 01:00:00,9.53,7.37,1017,61,2.39,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,1
2022-01-23 02:00:00,8.56,5.94,1019,66,2.58,0.0,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,2
2022-01-23 03:00:00,8.66,6.3,1019,66,2.67,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,3
2022-01-23 04:00:00,8.6,6.49,1017,63,1.96,0.0,0,10000,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,4
2022-01-23 05:00:00,7.84,5.29,1018,67,2.1,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,5
2022-01-23 06:00:00,7.35,4.44,1018,69,2.04,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,6
2022-01-23 07:00:00,7.25,4.56,1018,69,1.95,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-23,7
2022-01-23 08:00:00,7.21,4.51,1019,69,1.91,0.0,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,8
2022-01-23 09:00:00,7.62,4.35,1020,69,2.3,0.36,0,10000,5.66,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,9
2022-01-23 10:00:00,8.78,6.01,1020,65,2.57,0.93,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,10
2022-01-23 11:00:00,10.25,8.98,1020,63,3.53,1.63,0,10000,6.17,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,11
2022-01-23 12:00:00,11.58,10.36,1019,60,4.09,2.11,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,12
2022-01-23 13:00:00,13.04,11.91,1019,58,4.98,2.19,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,13
2022-01-23 14:00:00,14.08,13.01,1018,56,5.45,1.79,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,14
2022-01-23 15:00:00,14.82,13.74,1017,53,5.34,1.13,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,15
2022-01-23 16:00:00,14.97,13.88,1017,52,5.21,0.48,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,16
2022-01-23 17:00:00,14.51,13.45,1017,55,5.59,0.11,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-23,17
