dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour
2022-09-06 00:00:00,20.91,21.12,1020,79,17.13,0.0,75,10000,6.71,315,9.83,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-06,0
2022-09-06 01:00:00,20.88,21.09,1020,79,17.1,0.0,75,10000,5.81,315,12.52,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-06,1
2022-09-06 02:00:00,20.66,20.87,1019,80,17.09,0.0,75,10000,3.13,299,4.92,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-06,2
2022-09-06 03:00:00,20.02,20.14,1019,79,16.27,0.0,20,10000,2.24,315,3.13,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-09-06,3
2022-09-06 04:00:00,19.83,20.01,1019,82,16.67,0.0,75,10000,2.68,270,2.68,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-06,4
2022-09-06 05:00:00,19.82,19.97,1019,81,16.47,0.0,75,10000,1.54,300,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-09-06,5
2022-09-06 06:00:00,19.35,19.48,1019,82,16.2,0.0,40,10000,4.47,360,4.47,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-09-06,6
2022-09-06 07:00:00,19.15,19.21,1020,80,15.62,0.17,20,10000,3.13,315,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-06,7
2022-09-06 08:00:00,20.45,20.54,1022,76,16.08,0.8,20,10000,3.09,310,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-06,8
2022-09-06 09:00:00,22.17,22.06,1020,62,14.55,2.08,20,10000,4.47,315,4.92,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-06,9
2022-09-06 10:00:00,23.66,23.6,1020,58,14.92,3.97,20,10000,4.92,360,4.92,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-06,10
2022-09-06 11:00:00,24.2,24.03,1020,52,13.73,5.79,40,10000,5.36,315,6.71,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-09-06,11
2022-09-06 12:00:00,25.46,25.26,1020,46,13.0,6.98,20,10000,4.63,270,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-09-06,12
2022-09-06 13:00:00,25.48,25.21,1020,43,12.0,7.19,0,10000,5.14,260,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-09-06,13
