dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-12-31 00:00:00,15.76,15.25,1023,71,10.52,0.0,40,10000,12.96,202,18.78,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-12-31,0,
2022-12-31 01:00:00,15.05,14.57,1022,75,10.66,0.0,40,10000,12.96,270,16.99,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-12-31,1,
2022-12-31 02:00:00,14.55,13.84,1022,68,8.72,0.0,75,10000,10.73,315,14.31,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-31,2,
2022-12-31 03:00:00,13.28,12.62,1021,75,8.95,0.0,75,10000,5.66,110,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-31,3,
2022-12-31 04:00:00,12.61,11.94,1021,77,8.69,0.0,75,5000,5.14,110,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-12-31,4,
2022-12-31 05:00:00,12.2,11.46,1021,76,8.1,0.0,75,3000,4.12,120,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-12-31,5,
2022-12-31 06:00:00,12.21,11.47,1021,76,8.11,0.0,75,4000,5.14,110,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-12-31,6,
2022-12-31 07:00:00,12.5,12.29,1023,95,11.72,0.0,75,5000,4.63,110,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-12-31,7,
2022-12-31 08:00:00,12.5,12.29,1023,95,11.72,0.0,75,1200,4.12,120,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-12-31,8,
2022-12-31 09:00:00,12.78,12.57,1023,94,11.84,0.26,75,3500,4.12,140,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-12-31,9,
2022-12-31 10:00:00,13.82,13.66,1024,92,12.54,0.57,20,9000,5.66,150,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,10,
2022-12-31 11:00:00,15.03,14.96,1023,91,13.57,1.03,20,9000,6.69,150,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,11,
2022-12-31 12:00:00,15.38,14.83,1021,71,10.16,1.38,20,10000,5.66,150,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,12,
2022-12-31 13:00:00,16.99,16.6,1021,71,11.7,1.64,20,10000,7.6,247,9.83,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,13,
2022-12-31 14:00:00,17.33,17.0,1020,72,12.24,1.31,20,10000,14.31,180,19.67,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,14,
2022-12-31 15:00:00,17.74,17.42,1020,71,12.42,0.79,20,10000,14.75,360,21.46,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,15,
2022-12-31 16:00:00,17.79,17.45,1019,70,12.25,0.38,20,10000,19.67,270,22.8,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,16,
2022-12-31 17:00:00,17.69,17.37,1019,71,12.37,0.0,20,10000,16.99,292,19.67,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-31,17,
