dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-02-07 00:00:00,11.51,10.13,1026,54,2.53,0.0,0,10000,4.63,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,0
2022-02-07 01:00:00,10.41,9.02,1026,58,2.51,0.0,0,10000,2.06,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,1
2022-02-07 02:00:00,9.98,8.44,1026,58,2.11,0.0,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,2
2022-02-07 03:00:00,9.98,8.44,1025,54,1.11,0.0,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,3
2022-02-07 04:00:00,10.15,8.58,1025,52,0.74,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,4
2022-02-07 05:00:00,9.74,7.21,1025,53,0.63,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,5
2022-02-07 06:00:00,9.59,7.02,1025,53,0.49,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,6
2022-02-07 07:00:00,9.45,7.27,1026,53,0.36,0.0,0,10000,4.12,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-07,7
2022-02-07 08:00:00,9.18,6.71,1026,54,0.37,0.11,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,8
2022-02-07 09:00:00,10.95,9.35,1027,48,0.38,0.54,0,10000,5.14,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,9
2022-02-07 10:00:00,12.71,11.21,1027,45,1.09,1.28,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,10
2022-02-07 11:00:00,14.68,13.35,1026,44,2.57,2.15,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,11
2022-02-07 12:00:00,16.03,14.89,1026,46,4.43,2.76,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,12
2022-02-07 13:00:00,17.09,16.06,1027,46,5.39,2.86,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,13
2022-02-07 14:00:00,18.56,17.59,1024,43,5.75,2.38,0,10000,4.12,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,14
2022-02-07 15:00:00,19.24,18.34,1023,43,6.37,1.53,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,15
2022-02-07 16:00:00,19.51,18.56,1023,40,5.57,0.71,0,10000,6.17,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-07,16
