dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-10-17 00:00:00,18.54,18.56,1014,81,15.22,0.0,0,10000,3.09,110,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.18},,2022-10-17,0
2022-10-17 01:00:00,18.44,18.45,1014,81,15.12,0.0,0,10000,3.6,130,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-17,1
2022-10-17 02:00:00,17.6,17.58,1014,83,14.68,0.0,0,10000,1.54,190,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-17,2
2022-10-17 03:00:00,16.73,16.68,1014,85,14.2,0.0,0,10000,1.03,280,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-17,3
2022-10-17 04:00:00,16.74,16.64,1014,83,13.84,0.0,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-17,4
2022-10-17 05:00:00,16.83,16.84,1014,87,14.66,0.0,20,10000,1.54,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-10-17,5
2022-10-17 06:00:00,17.35,17.44,1015,88,15.34,0.0,75,10000,5.36,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,5.36,2022-10-17,6
2022-10-17 07:00:00,17.95,18.02,1015,85,15.39,0.0,75,9000,3.13,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,5.81,2022-10-17,7
2022-10-17 08:00:00,17.8,17.86,1016,85,15.25,0.23,75,9000,2.06,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-10-17,8
2022-10-17 09:00:00,19.05,19.13,1017,81,15.72,0.9,75,10000,2.57,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-10-17,9
2022-10-17 10:00:00,21.26,21.4,1017,75,16.65,2.05,20,10000,3.09,160,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-10-17,10
2022-10-17 11:00:00,21.8,21.92,1017,72,16.53,3.31,40,10000,6.71,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,9.83,2022-10-17,11
2022-10-17 12:00:00,23.21,23.34,1018,67,16.75,4.19,75,10000,6.71,292,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,9.83,2022-10-17,12
2022-10-17 13:00:00,23.64,23.76,1018,65,16.68,4.28,40,10000,10.28,225,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,12.96,2022-10-17,13
2022-10-17 14:00:00,24.4,24.54,1018,63,16.9,3.59,20,10000,10.73,337,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10.73,2022-10-17,14
2022-10-17 15:00:00,24.69,24.83,1017,62,16.93,2.37,20,10000,8.05,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,12.52,2022-10-17,15
2022-10-17 16:00:00,24.56,24.69,1017,62,16.8,1.17,20,10000,8.05,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10.28,2022-10-17,16
2022-10-17 17:00:00,22.9,23.05,1017,69,16.91,0.36,20,10000,5.36,337,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,8.49,2022-10-17,17
