dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-02-12 00:00:00,14.17,13.76,1022,81,10.96,0.0,20,10000,1.54,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-12,0
2022-02-12 01:00:00,13.34,12.9,1021,83,10.52,0.0,20,10000,1.54,160,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-12,1
2022-02-12 02:00:00,13.18,12.77,1021,85,10.72,0.0,40,10000,1.54,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-02-12,2
2022-02-12 03:00:00,12.45,11.92,1020,83,9.65,0.0,20,9000,0.0,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-12,3
2022-02-12 04:00:00,12.18,11.7,1020,86,9.91,0.0,20,9000,1.54,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-02-12,4
2022-02-12 05:00:00,11.71,11.21,1020,87,9.62,0.0,20,7000,0.89,286,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",1.34,2022-02-12,5
2022-02-12 06:00:00,11.52,11.0,1020,87,9.43,0.0,20,6000,2.06,310,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-02-12,6
2022-02-12 07:00:00,11.3,10.81,1021,89,9.55,0.0,20,7000,2.57,330,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2022-02-12,7
2022-02-12 08:00:00,11.11,10.6,1022,89,9.37,0.06,75,8000,2.57,340,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-02-12,8
2022-02-12 09:00:00,12.47,12.07,1023,88,10.54,0.27,40,10000,2.06,20,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-02-12,9
2022-02-12 10:00:00,13.06,12.67,1023,86,10.77,0.74,75,10000,1.03,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-02-12,10
2022-02-12 11:00:00,14.38,13.96,1023,80,10.98,1.24,75,10000,1.54,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",8.23,2022-02-12,11
2022-02-12 12:00:00,15.24,14.73,1023,73,10.44,1.58,75,10000,2.06,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-02-12,12
2022-02-12 13:00:00,15.63,15.13,1022,72,10.61,2.97,75,10000,3.09,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-02-12,13
2022-02-12 14:00:00,15.7,15.1,1021,68,9.82,2.47,75,10000,3.6,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-02-12,14
2022-02-12 15:00:00,16.06,15.44,1021,66,9.72,1.61,40,10000,3.6,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-02-12,15
2022-02-12 16:00:00,15.72,15.07,1020,66,9.39,0.83,40,10000,4.63,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-02-12,16
2022-02-12 17:00:00,15.54,14.85,1020,65,8.99,0.23,40,10000,3.6,250,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-02-12,17
2022-02-12 18:00:00,14.26,13.62,1020,72,9.29,0.0,40,10000,3.6,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-02-12,18
