dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-10-10 00:00:00,17.07,17.13,1018,88,15.07,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-10-10,0
2022-10-10 01:00:00,17.05,17.11,1018,88,15.05,0.0,20,10000,2.57,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-10-10,1
2022-10-10 02:00:00,16.39,16.36,1016,87,14.22,0.0,0,10000,2.57,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-10,2
2022-10-10 03:00:00,16.31,16.35,1017,90,14.67,0.0,0,10000,1.54,240,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-10,3
2022-10-10 04:00:00,15.06,14.92,1014,88,13.09,0.0,0,10000,0.51,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-10-10,4
2022-10-10 05:00:00,15.43,15.38,1014,90,13.8,0.0,0,10000,2.24,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2.68,,2022-10-10,5
2022-10-10 06:00:00,15.58,15.52,1015,89,13.78,0.0,20,10000,2.06,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-10-10,6
2022-10-10 07:00:00,16.19,16.19,1015,89,14.38,0.0,20,10000,2.68,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",4.02,,2022-10-10,7
2022-10-10 08:00:00,16.98,16.95,1016,85,14.44,0.15,40,10000,3.13,315,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",4.02,,2022-10-10,8
2022-10-10 09:00:00,19.21,19.25,1016,79,15.48,0.55,75,10000,3.09,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-10-10,9
