dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-02-08 00:00:00,12.31,10.88,1022,49,1.91,0.0,0,10000,2.57,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,0
2022-02-08 01:00:00,11.76,10.35,1023,52,2.24,0.0,0,10000,2.06,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,1
2022-02-08 02:00:00,11.82,10.42,1023,52,2.29,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,2
2022-02-08 03:00:00,11.86,10.46,1023,52,2.33,0.0,0,10000,4.63,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,3
2022-02-08 04:00:00,11.81,10.38,1022,51,2.01,0.0,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,4
2022-02-08 05:00:00,11.03,9.57,1022,53,1.83,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,5
2022-02-08 06:00:00,11.23,9.74,1023,51,1.47,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,6
2022-02-08 07:00:00,11.2,9.68,1023,50,1.17,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-08,7
2022-02-08 08:00:00,11.08,9.58,1023,51,1.34,0.12,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,8
2022-02-08 09:00:00,12.76,11.24,1023,44,0.83,0.55,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,9
2022-02-08 10:00:00,13.87,12.41,1023,42,1.19,1.32,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,10
2022-02-08 11:00:00,14.27,12.88,1025,43,1.87,2.22,0,10000,4.63,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,11
2022-02-08 12:00:00,15.47,14.22,1024,44,3.29,2.84,0,10000,4.12,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,12
2022-02-08 13:00:00,17.76,16.66,1023,41,4.35,2.87,0,10000,4.12,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,13
2022-02-08 14:00:00,18.67,17.64,1023,40,4.81,2.39,0,10000,3.6,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,14
2022-02-08 15:00:00,19.19,18.26,1024,42,5.98,1.55,0,10000,3.6,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-08,15
