dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2023-01-06 00:00:00,10.47,9.19,1026,62,3.51,0.0,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2023-01-06,0,
2023-01-06 01:00:00,8.6,7.11,1026,73,4.04,0.0,20,10000,2.57,110,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2023-01-06,1,
2023-01-06 02:00:00,7.86,7.86,1025,75,3.71,0.0,20,8000,1.03,130,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2023-01-06,2,
2023-01-06 03:00:00,9.4,9.4,1025,67,3.59,0.0,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2023-01-06,3,
2023-01-06 04:00:00,7.79,6.56,1025,76,3.83,0.0,75,10000,2.06,40,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2023-01-06,4,
2023-01-06 05:00:00,8.17,7.75,1025,76,4.2,0.0,40,2000,1.34,135,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",1.34,2023-01-06,5,
2023-01-06 06:00:00,7.51,7.51,1025,75,3.37,0.0,75,600,1.03,20,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",,2023-01-06,6,
2023-01-06 07:00:00,7.84,6.13,1025,77,4.06,0.0,75,6000,2.68,135,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2.68,2023-01-06,7,
2023-01-06 08:00:00,7.83,6.46,1026,76,3.87,0.0,75,3000,2.24,135,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2.24,2023-01-06,8,
2023-01-06 09:00:00,8.15,6.98,1028,96,7.55,0.26,40,5000,2.06,30,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2023-01-06,9,
2023-01-06 10:00:00,9.82,8.93,1026,76,5.8,0.47,20,10000,2.06,70,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2023-01-06,10,
