dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-03-13 00:00:00,12.28,11.7,1011,82,9.3,0.0,20,10000,3.6,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,0,
2022-03-13 01:00:00,12.12,11.48,1011,80,8.78,0.0,20,10000,3.13,238,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-03-13,1,
2022-03-13 02:00:00,11.53,10.78,1012,78,7.83,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,2,
2022-03-13 03:00:00,11.2,10.44,1011,79,7.7,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,3,
2022-03-13 04:00:00,10.53,9.75,1011,81,7.41,0.0,20,10000,2.06,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,4,
2022-03-13 05:00:00,9.79,9.37,1011,83,7.04,0.0,20,10000,1.54,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,5,
2022-03-13 06:00:00,9.63,8.71,1012,84,7.06,0.0,20,10000,2.06,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-13,6,
2022-03-13 07:00:00,9.2,8.21,1013,82,6.29,0.0,20,10000,2.06,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-13,7,
2022-03-13 08:00:00,10.28,9.53,1013,83,7.52,0.39,20,10000,2.57,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-13,8,
2022-03-13 09:00:00,13.21,12.39,1017,69,7.65,1.19,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-03-13,9,
2022-03-13 10:00:00,14.09,13.28,1017,66,7.84,2.18,20,10000,3.09,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-03-13,10,
