dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-09-03 00:00:00,19.39,19.42,1016,78,15.46,0.0,75,10000,3.6,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-09-03,0
2022-09-03 01:00:00,19.39,19.42,1015,78,15.46,0.0,75,10000,3.6,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-09-03,1
2022-09-03 02:00:00,19.24,19.28,1015,79,15.51,0.0,75,10000,3.09,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-09-03,2
2022-09-03 03:00:00,18.38,18.31,1015,78,14.48,0.0,20,10000,4.47,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-09-03,3
2022-09-03 04:00:00,17.37,17.28,1015,81,14.08,0.0,20,10000,4.47,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",8.49,2022-09-03,4
2022-09-03 05:00:00,17.28,17.15,1015,80,13.8,0.0,20,10000,3.6,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-03,5
2022-09-03 06:00:00,17.09,17.07,1016,85,14.55,0.0,20,10000,4.63,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-03,6
2022-09-03 07:00:00,17.28,17.18,1015,81,13.99,0.2,20,10000,4.12,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-03,7
2022-09-03 08:00:00,18.62,18.5,1017,75,14.11,0.85,20,10000,4.63,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-03,8
2022-09-03 09:00:00,20.17,19.91,1016,64,13.15,2.2,20,10000,4.63,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-03,9
2022-09-03 10:00:00,21.52,21.19,1016,56,12.38,3.92,20,10000,7.15,292,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",8.49,2022-09-03,10
2022-09-03 11:00:00,23.37,22.78,1016,39,8.65,5.66,20,10000,6.17,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-03,11
2022-09-03 12:00:00,24.01,23.51,1016,40,9.59,6.81,20,10000,5.14,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-03,12
2022-09-03 13:00:00,24.6,24.19,1015,41,10.49,6.94,0,10000,10.28,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10.28,2022-09-03,13
2022-09-03 14:00:00,25.09,24.7,1015,40,10.56,6.04,0,10000,7.15,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",12.52,2022-09-03,14
2022-09-03 15:00:00,24.32,23.93,1015,43,10.95,4.4,0,10000,7.15,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",12.07,2022-09-03,15
2022-09-03 16:00:00,24.46,24.06,1015,42,10.72,2.64,0,10000,9.83,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",9.83,2022-09-03,16
2022-09-03 17:00:00,23.49,23.07,1015,45,10.88,1.15,0,10000,8.05,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",9.83,2022-09-03,17
2022-09-03 18:00:00,22.11,21.76,1017,53,12.09,0.31,0,10000,5.14,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-03,18
2022-09-03 19:00:00,20.75,20.4,1015,58,12.2,0.0,0,10000,4.63,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-09-03,19
2022-09-03 20:00:00,19.72,19.55,1016,69,13.88,0.0,0,10000,3.6,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-03,20
2022-09-03 21:00:00,19.72,19.58,1018,70,14.1,0.0,0,10000,3.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-09-03,21
2022-09-03 22:00:00,18.51,18.43,1017,77,14.41,0.0,20,10000,3.13,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-09-03,22
2022-09-03 23:00:00,18.48,18.42,1017,78,14.58,0.0,20,10000,2.57,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-03,23
2022-09-04 00:00:00,18.26,18.23,1016,80,14.75,0.0,20,10000,2.57,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-04,0
2022-09-04 01:00:00,18.12,18.1,1016,81,14.81,0.0,20,10000,4.02,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.02,2022-09-04,1
2022-09-04 02:00:00,17.93,17.89,1016,81,14.63,0.0,20,10000,2.24,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",3.13,2022-09-04,2
2022-09-04 03:00:00,17.55,17.48,1016,81,14.26,0.0,20,10000,4.02,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.92,2022-09-04,3
2022-09-04 04:00:00,17.62,17.58,1016,82,14.51,0.0,20,10000,2.57,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-04,4
2022-09-04 05:00:00,17.45,17.39,1016,82,14.35,0.0,20,10000,2.57,280,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-09-04,5
2022-09-04 06:00:00,17.2,17.12,1016,82,14.1,0.0,20,10000,2.68,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-09-04,6
2022-09-04 07:00:00,17.96,17.95,1017,82,14.84,0.19,20,10000,2.06,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-04,7
2022-09-04 08:00:00,19.68,19.74,1017,78,15.74,0.81,20,10000,2.06,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-04,8
2022-09-04 09:00:00,20.66,20.69,1018,73,15.65,2.1,75,10000,12.07,135,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",12.07,2022-09-04,9
2022-09-04 10:00:00,22.04,22.13,1018,70,16.32,3.97,75,10000,12.07,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",12.96,2022-09-04,10
2022-09-04 11:00:00,23.17,23.14,1018,61,15.24,5.75,40,10000,9.39,135,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",16.54,2022-09-04,11
2022-09-04 12:00:00,23.8,23.72,1018,57,14.78,6.92,40,10000,13.86,180,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",14.75,2022-09-04,12
2022-09-04 13:00:00,23.65,23.64,1018,60,15.43,7.2,40,10000,11.62,202,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",17.88,2022-09-04,13
2022-09-04 14:00:00,24.09,24.04,1018,57,15.05,6.25,40,10000,11.62,315,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",16.54,2022-09-04,14
2022-09-04 15:00:00,23.76,23.78,1018,61,15.8,4.55,20,10000,16.09,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",16.54,2022-09-04,15
2022-09-04 16:00:00,24.05,24.0,1018,57,15.01,2.65,20,10000,12.96,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",19.22,2022-09-04,16
2022-09-04 17:00:00,23.01,23.04,1018,64,15.84,1.15,20,10000,7.6,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",19.67,2022-09-04,17
2022-09-04 18:00:00,21.91,21.98,1018,70,16.19,0.31,20,10000,6.69,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-09-04,18
2022-09-04 19:00:00,20.8,20.89,1018,75,16.21,0.0,20,10000,11.62,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",11.62,2022-09-04,19
2022-09-04 20:00:00,19.92,20.08,1018,81,16.56,0.0,20,10000,5.36,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",8.05,2022-09-04,20
2022-09-04 21:00:00,19.78,19.93,1019,81,16.43,0.0,20,10000,7.15,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",8.49,2022-09-04,21
2022-09-04 22:00:00,19.18,19.29,1019,82,16.04,0.0,20,10000,6.71,202,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",8.05,2022-09-04,22
2022-09-04 23:00:00,18.97,19.12,1019,84,16.21,0.0,20,10000,2.68,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",5.36,2022-09-04,23
