dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-08-10 00:00:00,18.87,18.93,1014,81,15.54,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-10,0
2022-08-10 01:00:00,18.66,18.72,1014,82,15.53,0.0,0,10000,2.06,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-10,1
2022-08-10 02:00:00,18.38,18.47,1013,84,15.63,0.0,0,10000,1.34,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",1.34,2022-08-10,2
2022-08-10 03:00:00,18.14,18.23,1013,85,15.58,0.0,0,10000,1.34,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2.24,2022-08-10,3
2022-08-10 04:00:00,18.08,18.11,1013,83,15.15,0.0,20,10000,1.03,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-10,4
2022-08-10 05:00:00,17.55,17.61,1013,86,15.18,0.0,20,10000,2.06,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-10,5
2022-08-10 06:00:00,17.45,17.52,1014,87,15.26,0.0,20,10000,2.24,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",4.02,2022-08-10,6
2022-08-10 07:00:00,18.27,18.35,1014,84,15.52,0.42,20,10000,4.02,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",4.47,2022-08-10,7
2022-08-10 08:00:00,19.79,19.84,1014,77,15.64,1.37,20,10000,2.68,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",4.47,2022-08-10,8
2022-08-10 09:00:00,21.33,21.37,1014,71,15.86,3.07,40,10000,5.36,202,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",5.36,2022-08-10,9
2022-08-10 10:00:00,23.29,23.32,1014,63,15.86,5.2,20,10000,3.13,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",7.6,2022-08-10,10
2022-08-10 11:00:00,23.54,23.54,1014,61,15.59,7.22,20,10000,10.73,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.96,2022-08-10,11
2022-08-10 12:00:00,24.23,24.22,1014,58,15.45,8.53,20,10000,5.14,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-10,12
2022-08-10 13:00:00,24.19,24.23,1014,60,15.94,8.92,20,10000,5.81,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.96,2022-08-10,13
2022-08-10 14:00:00,24.37,24.4,1014,59,15.85,7.87,0,10000,6.17,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-10,14
2022-08-10 15:00:00,25.08,25.11,1013,56,15.69,5.92,0,10000,10.73,225,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",14.31,2022-08-10,15
2022-08-10 16:00:00,24.91,24.94,1013,57,15.81,3.69,0,10000,7.2,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-10,16
2022-08-10 17:00:00,24.72,24.71,1013,56,15.36,1.81,0,10000,10.28,292,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10.28,2022-08-10,17
2022-08-10 18:00:00,22.99,22.91,1012,60,14.82,0.62,0,10000,6.17,240,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-10,18
2022-08-10 19:00:00,22.16,22.13,1013,65,15.28,0.1,0,10000,6.17,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-10,19
2022-08-10 20:00:00,20.97,21.05,1013,74,16.16,0.0,0,10000,4.12,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-10,20
2022-08-10 21:00:00,20.61,20.58,1014,71,15.17,0.0,0,10000,3.09,250,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-10,21
2022-08-10 22:00:00,20.49,20.5,1015,73,15.49,0.0,0,10000,3.09,240,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-10,22
2022-08-10 23:00:00,19.77,19.81,1014,77,15.63,0.0,0,10000,4.02,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.47,2022-08-10,23
2022-08-11 00:00:00,19.55,19.6,1014,78,15.61,0.0,20,10000,4.02,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.02,2022-08-11,0
2022-08-11 01:00:00,19.65,19.76,1015,80,16.11,0.0,20,10000,2.06,240,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-11,1
2022-08-11 02:00:00,18.95,19.09,1015,84,16.19,0.0,20,10000,2.06,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-11,2
2022-08-11 03:00:00,18.87,19.03,1015,85,16.3,0.0,20,10000,2.06,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-11,3
2022-08-11 04:00:00,18.2,18.32,1015,86,15.82,0.0,40,10000,0.0,0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-08-11,4
2022-08-11 05:00:00,18.25,18.43,1015,88,16.23,0.0,20,10000,0.45,178,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",0.89,2022-08-11,5
2022-08-11 06:00:00,18.34,18.58,1015,90,16.67,0.0,75,10000,2.57,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,6
2022-08-11 07:00:00,19.55,19.81,1015,86,17.15,0.31,75,10000,2.57,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,7
2022-08-11 08:00:00,19.49,19.79,1016,88,17.45,1.04,75,9000,2.57,60,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,8
2022-08-11 09:00:00,20.38,20.67,1016,84,17.59,2.34,75,9000,3.09,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,9
2022-08-11 10:00:00,21.66,21.79,1016,73,16.61,4.3,75,10000,4.12,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,10
2022-08-11 11:00:00,22.42,22.44,1016,66,15.76,5.99,75,10000,4.63,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,11
2022-08-11 12:00:00,23.43,23.47,1016,63,15.99,7.08,75,10000,4.63,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,12
2022-08-11 13:00:00,23.87,23.88,1016,60,15.64,7.97,75,10000,4.63,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,13
2022-08-11 14:00:00,23.97,24.02,1016,61,15.99,7.03,75,10000,4.63,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-08-11,14
2022-08-11 15:00:00,25.27,25.31,1015,56,15.87,5.28,20,10000,5.66,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-11,15
2022-08-11 16:00:00,24.95,24.96,1015,56,15.57,3.69,20,10000,6.17,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-11,16
2022-08-11 17:00:00,24.15,24.21,1015,61,16.16,1.8,20,10000,6.17,220,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-11,17
2022-08-11 18:00:00,23.96,24.06,1015,63,16.49,0.61,20,10000,5.66,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-11,18
2022-08-11 19:00:00,22.68,22.83,1015,70,16.93,0.1,20,10000,5.66,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-11,19
2022-08-11 20:00:00,21.48,21.59,1015,73,16.44,0.0,20,10000,5.14,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-11,20
2022-08-11 21:00:00,21.02,21.14,1016,75,16.42,0.0,0,10000,3.6,280,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-11,21
2022-08-11 22:00:00,20.39,20.55,1016,79,16.63,0.0,20,10000,3.6,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-08-11,22
2022-08-11 23:00:00,19.71,19.88,1016,82,16.55,0.0,20,10000,3.13,304,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.47,2022-08-11,23
