dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-03-10 00:00:00,12.62,12.03,1020,80,9.26,0.0,75,10000,2.06,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-10,0
2022-03-10 01:00:00,12.88,12.36,1019,82,9.89,0.0,40,10000,1.54,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,1
2022-03-10 02:00:00,12.82,12.35,1019,84,10.19,0.0,40,10000,1.54,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,2
2022-03-10 03:00:00,12.61,12.09,1019,83,9.8,0.0,20,10000,2.57,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,3
2022-03-10 04:00:00,12.33,11.84,1018,85,9.88,0.0,20,9000,3.6,190,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,4
2022-03-10 05:00:00,12.74,12.29,1018,85,10.29,0.0,20,10000,4.12,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-10,5
2022-03-10 06:00:00,12.97,12.54,1019,85,10.51,0.0,40,10000,3.6,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-10,6
2022-03-10 07:00:00,13.28,12.94,1015,87,11.16,0.0,20,10000,4.12,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-10,7
2022-03-10 08:00:00,13.62,13.31,1015,87,11.5,0.32,40,10000,4.12,180,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-10,8
2022-03-10 09:00:00,14.09,13.83,1016,87,11.96,1.02,75,10000,5.66,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-10,9
2022-03-10 10:00:00,15.31,14.91,1015,77,11.31,2.14,75,10000,6.26,293,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",13.41,,2022-03-10,10
2022-03-10 11:00:00,15.73,15.26,1015,73,10.91,3.29,75,10000,6.71,246,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",12.96,,2022-03-10,11
