dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-02-03 00:00:00,10.89,9.97,1020,74,6.44,0.0,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,0
2022-02-03 01:00:00,11.24,10.43,1019,77,7.36,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,1
2022-02-03 02:00:00,11.38,10.64,1018,79,7.87,0.0,0,10000,3.09,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,2
2022-02-03 03:00:00,11.3,10.63,1018,82,8.34,0.0,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,3
2022-02-03 04:00:00,10.62,9.96,1017,85,8.21,0.0,20,10000,1.54,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,4
2022-02-03 05:00:00,10.24,9.49,1017,83,7.48,0.0,20,10000,1.03,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,5
2022-02-03 06:00:00,10.02,9.24,1017,83,7.27,0.0,20,9000,0.0,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,6
2022-02-03 07:00:00,9.75,9.32,1018,87,7.69,0.0,20,9000,1.54,290,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,7
2022-02-03 08:00:00,9.2,9.2,1018,90,7.65,0.0,20,8000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,8
2022-02-03 09:00:00,9.97,9.57,1020,91,8.57,0.43,20,6000,1.54,70,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-02-03,9
2022-02-03 10:00:00,11.07,10.48,1021,86,8.82,1.02,20,8000,0.0,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,10
2022-02-03 11:00:00,13.22,12.56,1021,75,8.89,1.71,20,10000,1.54,80,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-02-03,11
2022-02-03 12:00:00,14.15,13.5,1021,72,9.18,2.22,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,12
2022-02-03 13:00:00,14.95,14.3,1020,69,9.32,1.96,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,13
2022-02-03 14:00:00,14.99,14.32,1023,68,9.14,1.62,20,10000,1.54,70,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,14
2022-02-03 15:00:00,14.69,14.09,1019,72,9.7,1.03,20,10000,2.06,130,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,15
2022-02-03 16:00:00,14.86,14.26,1019,71,9.66,0.32,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,16
2022-02-03 17:00:00,14.39,13.79,1019,73,9.62,0.08,20,10000,3.09,300,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-03,17
2022-02-03 18:00:00,13.86,13.29,1019,76,9.71,0.0,20,10000,2.57,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,18
2022-02-03 19:00:00,13.2,12.61,1020,78,9.45,0.0,0,10000,2.06,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,19
2022-02-03 20:00:00,12.56,11.96,1020,80,9.21,0.0,20,10000,1.03,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-03,20
2022-02-03 21:00:00,12.59,12.05,1022,82,9.6,0.0,0,10000,0.51,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,21
2022-02-03 22:00:00,11.98,11.35,1024,81,8.83,0.0,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,22
2022-02-03 23:00:00,11.36,10.74,1024,84,8.76,0.0,0,10000,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-03,23
2022-02-04 00:00:00,11.17,10.54,1021,84,8.57,0.0,0,10000,2.06,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-04,0
2022-02-04 01:00:00,10.53,9.86,1021,85,8.12,0.0,0,10000,1.03,0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-02-04,1
2022-02-04 02:00:00,10.63,9.92,1020,83,7.87,0.0,0,10000,1.54,280,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-04,2
2022-02-04 03:00:00,11.3,10.63,1020,82,8.34,0.0,0,10000,2.57,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-04,3
2022-02-04 04:00:00,10.89,10.25,1021,85,8.47,0.0,0,10000,1.54,260,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-02-04,4
2022-02-04 05:00:00,11.13,10.49,1021,84,8.53,0.0,20,10000,2.06,280,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-02-04,5
2022-02-04 06:00:00,10.88,10.24,1021,85,8.46,0.0,0,10000,1.54,310,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-02-04,6
2022-02-04 07:00:00,10.95,10.35,1022,86,8.7,0.0,0,10000,1.03,0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-02-04,7
2022-02-04 08:00:00,10.88,10.27,1022,86,8.63,0.0,20,10000,0.51,300,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-02-04,8
2022-02-04 09:00:00,11.0,10.43,1023,87,8.92,0.35,20,10000,0.51,0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-02-04,9
2022-02-04 10:00:00,12.78,12.33,1023,85,10.32,0.85,20,10000,1.03,0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-02-04,10
