dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-12-24 00:00:00,14.77,14.18,1021,72,9.78,0.0,75,10000,8.05,270,10.73,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,0,
2022-12-24 01:00:00,15.59,15.22,1021,77,11.58,0.0,75,10000,7.15,315,12.52,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,1,
2022-12-24 02:00:00,15.59,15.19,1020,76,11.38,0.0,75,10000,5.36,270,11.62,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,2,
2022-12-24 03:00:00,15.76,15.32,1020,74,11.14,0.0,75,10000,8.05,315,10.73,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,3,
2022-12-24 04:00:00,15.87,15.44,1020,74,11.25,0.0,75,10000,9.83,270,10.73,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,4,
2022-12-24 05:00:00,15.92,15.47,1019,73,11.09,0.0,75,10000,7.6,225,10.73,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,5,
2022-12-24 06:00:00,16.05,15.72,1019,77,12.02,0.0,75,10000,7.15,270,8.05,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,6,
2022-12-24 07:00:00,16.01,15.68,1018,77,11.98,0.0,100,10000,8.49,315,12.52,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",2022-12-24,7,
2022-12-24 08:00:00,15.73,15.4,1018,78,11.91,0.0,20,10000,5.81,135,10.73,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-24,8,
2022-12-24 09:00:00,15.78,15.4,1019,76,11.56,0.27,20,10000,8.49,315,9.39,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-24,9,
2022-12-24 10:00:00,16.99,16.73,1019,76,12.73,0.47,40,10000,5.81,180,12.07,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-12-24,10,
2022-12-24 11:00:00,17.92,17.62,1018,71,12.59,0.86,20,10000,12.07,202,17.88,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-24,11,
2022-12-24 12:00:00,18.66,18.41,1018,70,13.08,1.16,40,10000,16.99,292,17.88,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-12-24,12,
2022-12-24 13:00:00,18.73,18.54,1017,72,13.58,1.96,40,10000,22.8,225,22.8,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-12-24,13,
2022-12-24 14:00:00,17.77,17.48,1018,72,12.66,1.55,40,10000,21.01,180,21.01,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-12-24,14,
2022-12-24 15:00:00,18.06,17.7,1017,68,12.07,0.93,40,10000,21.01,225,21.01,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-12-24,15,
2022-12-24 16:00:00,17.44,17.07,1017,70,11.92,0.32,75,10000,9.83,292,21.9,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-12-24,16,
2022-12-24 17:00:00,17.14,17.08,1019,83,14.23,0.0,20,10000,8.23,190,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-12-24,17,
2022-12-24 18:00:00,16.72,16.2,1017,67,10.57,0.0,75,10000,10.73,225,22.35,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,18,
2022-12-24 19:00:00,16.7,16.28,1017,71,11.42,0.0,75,10000,12.96,135,17.88,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,19,
2022-12-24 20:00:00,16.7,16.28,1016,71,11.42,0.0,75,10000,16.54,360,16.99,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,20,
2022-12-24 21:00:00,16.7,16.23,1015,69,10.99,0.0,75,10000,21.01,315,22.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,21,
2022-12-24 22:00:00,16.7,16.23,1015,69,10.99,0.0,75,10000,18.78,315,26.38,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,22,
2022-12-24 23:00:00,16.65,16.17,1015,69,10.94,0.0,75,10000,22.8,180,29.5,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-24,23,
2022-12-25 00:00:00,16.65,16.2,1014,70,11.16,0.0,75,10000,12.52,225,21.9,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-25,0,
2022-12-25 01:00:00,16.8,16.39,1014,71,11.52,0.0,75,10000,17.88,315,30.4,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-25,1,
2022-12-25 02:00:00,16.77,16.3,1013,69,11.06,0.0,75,6000,11.83,180,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-12-25,2,
2022-12-25 03:00:00,13.98,13.29,1014,71,8.81,0.0,75,7000,16.09,270,19.22,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",2022-12-25,3,{'1h': 1}
2022-12-25 04:00:00,13.55,12.97,1013,77,9.6,0.0,20,10000,10.73,315,10.73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2022-12-25,4,{'1h': 0.56}
2022-12-25 05:00:00,14.11,13.53,1013,75,9.75,0.0,20,10000,8.49,225,12.07,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-12-25,5,
2022-12-25 06:00:00,14.62,13.94,1013,69,9.0,0.0,40,10000,10.28,270,13.86,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-12-25,6,
2022-12-25 07:00:00,15.09,14.72,1014,79,11.48,0.0,75,7000,16.99,360,21.9,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2022-12-25,7,{'1h': 0.32}
2022-12-25 08:00:00,14.77,14.26,1014,75,10.39,0.0,20,9000,5.81,360,15.2,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",2022-12-25,8,{'1h': 1}
2022-12-25 09:00:00,14.2,13.63,1015,75,9.84,0.04,40,10000,12.07,315,19.22,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2022-12-25,9,{'1h': 0.49}
2022-12-25 10:00:00,14.8,14.32,1016,76,10.62,0.19,40,10000,11.62,292,12.96,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2022-12-25,10,{'1h': 0.13}
