dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-02-05 00:00:00,11.13,10.39,1023,80,7.81,0.0,20,10000,1.54,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,0
2022-02-05 01:00:00,11.08,10.36,1023,81,7.95,0.0,20,10000,3.09,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,1
2022-02-05 02:00:00,10.64,9.87,1023,81,7.52,0.0,20,10000,2.57,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,2
2022-02-05 03:00:00,10.6,9.86,1023,82,7.66,0.0,20,10000,3.6,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,3
2022-02-05 04:00:00,10.48,9.72,1022,82,7.54,0.0,20,10000,2.06,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,4
2022-02-05 05:00:00,10.55,9.78,1022,81,7.43,0.0,20,10000,5.14,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,5
2022-02-05 06:00:00,10.67,9.93,1022,82,7.73,0.0,20,10000,5.66,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,6
2022-02-05 07:00:00,11.09,10.4,1023,82,8.14,0.0,20,10000,6.17,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-05,7
2022-02-05 08:00:00,11.01,10.28,1023,81,7.88,0.0,20,10000,3.09,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-05,8
2022-02-05 09:00:00,12.33,11.6,1026,76,8.23,0.51,20,10000,2.57,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-05,9
