dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-01-05 00:00:00,10.77,9.97,1023,79,7.28,0.0,20,10000,0.89,43,2.24,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,0
2022-01-05 01:00:00,10.79,9.99,1023,79,7.3,0.0,20,10000,3.09,300,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,1
2022-01-05 02:00:00,10.8,9.97,1023,78,7.12,0.0,20,10000,1.34,357,3.13,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,2
2022-01-05 03:00:00,10.62,9.83,1022,80,7.32,0.0,20,10000,0.45,11,1.79,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,3
2022-01-05 04:00:00,10.96,10.23,1023,81,7.83,0.0,20,10000,0.89,17,3.13,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,4
2022-01-05 05:00:00,10.59,9.85,1023,82,7.65,0.0,20,10000,0.89,351,3.13,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,5
2022-01-05 06:00:00,10.78,10.11,1022,84,8.19,0.0,20,10000,1.34,336,5.36,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-01-05,6
2022-01-05 07:00:00,10.61,10.0,1023,87,8.54,0.0,40,10000,1.79,342,4.02,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-01-05,7
2022-01-05 08:00:00,10.68,10.1,1023,88,8.78,0.0,40,10000,0.89,344,4.92,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",,2022-01-05,8
2022-01-05 09:00:00,10.72,10.15,1023,88,8.82,0.24,20,10000,2.06,320,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-01-05,9
2022-01-05 10:00:00,12.57,12.08,1023,84,9.94,0.73,20,10000,1.79,277,3.58,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-01-05,10
2022-01-05 11:00:00,13.14,12.55,1023,78,9.39,1.3,40,10000,1.79,340,5.36,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-01-05,11
2022-01-05 12:00:00,14.07,13.33,1023,69,8.48,1.74,40,10000,3.58,326,8.05,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-01-05,12
2022-01-05 13:00:00,14.35,13.54,1022,65,7.86,1.24,40,10000,2.24,56,6.71,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-01-05,13
2022-01-05 14:00:00,14.76,14.01,1021,66,8.48,1.0,20,10000,4.47,344,8.05,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-01-05,14
2022-01-05 15:00:00,14.26,13.62,1020,72,9.29,0.6,40,10000,2.68,332,8.05,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-01-05,15
2022-01-05 16:00:00,13.52,13.07,1019,82,10.51,0.07,75,5000,2.24,329,6.71,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,2022-01-05,16
2022-01-05 17:00:00,13.34,13.03,1019,88,11.4,0.0,75,4000,3.58,338,7.6,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.17},2022-01-05,17
2022-01-05 18:00:00,13.46,13.19,1019,89,11.68,0.0,75,5000,3.13,307,8.05,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}]",{'1h': 0.11},2022-01-05,18
2022-01-05 19:00:00,13.01,12.72,1018,90,11.41,0.0,75,5000,0.89,11,6.71,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",{'1h': 0.39},2022-01-05,19
