dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-11-12 00:00:00,15.59,15.11,1018,73,10.77,0.0,0,10000,4.02,135,4.47,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,0,
2022-11-12 01:00:00,14.74,14.31,1018,78,10.95,0.0,0,10000,3.6,30,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,1,
2022-11-12 02:00:00,14.38,13.88,1017,77,10.4,0.0,0,10000,4.02,135,5.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,2,
2022-11-12 03:00:00,14.03,13.53,1017,78,10.26,0.0,0,10000,5.81,135,5.81,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,3,
2022-11-12 04:00:00,13.48,13.0,1017,81,10.29,0.0,0,10000,4.92,135,4.92,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,4,
2022-11-12 05:00:00,13.32,12.82,1017,81,10.13,0.0,0,10000,4.12,40,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,5,
2022-11-12 06:00:00,12.96,12.45,1017,82,9.96,0.0,0,10000,3.6,40,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,6,
2022-11-12 07:00:00,12.45,11.92,1017,83,9.65,0.0,0,10000,4.92,135,6.71,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,7,
2022-11-12 08:00:00,12.73,12.23,1018,83,9.92,0.0,0,10000,4.47,157,5.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,8,
2022-11-12 09:00:00,13.97,13.46,1018,78,10.2,0.47,0,10000,4.63,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,9,
2022-11-12 10:00:00,14.85,14.45,1018,79,11.25,1.22,0,10000,4.92,135,6.71,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,10,
2022-11-12 11:00:00,16.71,16.34,1020,73,11.85,2.12,0,10000,2.57,20,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,11,
2022-11-12 12:00:00,18.58,18.22,1018,66,12.11,2.77,0,10000,3.6,50,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,12,
2022-11-12 13:00:00,19.36,19.05,1019,65,12.62,2.97,0,10000,2.57,90,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,13,
2022-11-12 14:00:00,19.16,18.83,1018,65,12.43,2.42,0,10000,2.57,320,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,14,
2022-11-12 15:00:00,20.49,20.19,1018,61,12.72,1.51,20,10000,2.57,360,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-12,15,
2022-11-12 16:00:00,20.39,20.13,1018,63,13.12,0.65,20,10000,2.06,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-12,16,
2022-11-12 17:00:00,20.35,20.06,1016,62,12.84,0.15,0,10000,3.13,180,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-11-12,17,
2022-11-12 18:00:00,17.27,16.98,1017,74,12.6,0.0,0,10000,2.57,230,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,18,
2022-11-12 19:00:00,16.41,16.2,1017,80,12.95,0.0,0,10000,3.13,315,4.47,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,19,
2022-11-12 20:00:00,16.27,16.12,1017,83,13.38,0.0,0,10000,2.68,360,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,20,
2022-11-12 21:00:00,15.53,15.33,1017,84,12.84,0.0,0,10000,2.24,293,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,21,
2022-11-12 22:00:00,15.66,15.34,1018,79,12.03,0.0,0,10000,1.03,0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,22,
2022-11-12 23:00:00,14.37,14.06,1018,84,11.7,0.0,0,10000,1.03,160,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-11-12,23,
2022-11-13 00:00:00,14.7,14.34,1018,81,11.48,0.0,20,10000,1.03,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,0,
2022-11-13 01:00:00,14.93,14.65,1019,83,12.07,0.0,20,10000,1.03,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,1,
2022-11-13 02:00:00,13.28,13.07,1019,92,12.01,0.0,20,10000,1.54,200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,2,
2022-11-13 03:00:00,12.55,12.21,1018,90,10.96,0.0,20,10000,1.54,110,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,3,
2022-11-13 04:00:00,12.32,12.11,1019,96,11.7,0.0,20,10000,1.54,100,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,4,
2022-11-13 05:00:00,12.58,12.35,1019,94,11.64,0.0,20,10000,2.06,80,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,5,
2022-11-13 06:00:00,12.39,12.19,1019,96,11.77,0.0,100,300,2.06,100,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-11-13,6,
2022-11-13 07:00:00,13.15,13.03,1019,96,12.53,0.0,100,100,2.06,90,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-11-13,7,
2022-11-13 08:00:00,13.25,13.01,1018,91,11.81,0.0,75,250,2.06,120,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-11-13,8,
2022-11-13 09:00:00,14.07,14.01,1020,95,13.28,0.43,100,150,3.09,120,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-11-13,9,
2022-11-13 10:00:00,17.18,17.25,1019,88,15.18,1.17,20,6000,3.6,130,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-13,10,
2022-11-13 11:00:00,16.28,16.31,1019,90,14.64,2.06,75,7000,4.63,150,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-11-13,11,
2022-11-13 12:00:00,17.14,17.23,1019,89,15.31,2.69,75,10000,5.66,160,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-11-13,12,
2022-11-13 13:00:00,18.68,18.74,1018,82,15.55,2.8,75,10000,14.75,225,16.09,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-11-13,13,
2022-11-13 14:00:00,19.12,19.2,1017,81,15.78,2.29,40,10000,9.83,135,15.2,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-13,14,
2022-11-13 15:00:00,19.07,19.17,1017,82,15.93,1.43,75,10000,12.52,360,16.99,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-11-13,15,
2022-11-13 16:00:00,19.07,19.2,1017,83,16.12,0.54,40,10000,13.86,315,19.22,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-13,16,
2022-11-13 17:00:00,18.49,18.64,1017,86,16.11,0.13,40,10000,14.75,292,14.75,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-13,17,
2022-11-13 18:00:00,18.18,18.46,1019,92,16.86,0.0,75,10000,5.66,200,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-13,18,
2022-11-13 19:00:00,18.22,18.4,1017,88,16.2,0.0,75,10000,9.83,315,16.09,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2022-11-13,19,{'1h': 0.36}
2022-11-13 20:00:00,18.18,18.48,1019,93,17.03,0.0,75,10000,5.14,210,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2022-11-13,20,{'1h': 0.36}
2022-11-13 21:00:00,17.74,17.89,1018,89,15.9,0.0,75,7000,6.71,247,7.6,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",2022-11-13,21,{'1h': 0.42}
2022-11-13 22:00:00,17.21,17.36,1018,91,15.73,0.0,75,10000,4.92,315,6.71,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-13,22,
2022-11-13 23:00:00,16.8,16.91,1018,91,15.32,0.0,20,10000,2.57,250,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-13,23,
