dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-05-21 00:00:00,24.65,24.74,1012,60,16.37,0.0,0,10000,2.57,100,8.75,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-21,0
2022-05-21 01:00:00,24.28,24.43,1013,64,17.04,0.0,0,10000,4.63,180,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},2022-05-21,1
2022-05-21 02:00:00,23.79,23.9,1012,64,16.58,0.0,0,10000,3.09,230,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-21,2
2022-05-21 03:00:00,22.38,22.34,1015,64,15.24,0.0,97,10000,4.02,259,6.71,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,2022-05-21,3
2022-05-21 04:00:00,21.32,21.36,1012,71,15.85,0.0,0,10000,6.17,260,11.83,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-21,4
2022-05-21 05:00:00,20.29,20.36,1013,76,15.92,0.0,0,10000,4.63,210,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-21,5
2022-05-21 06:00:00,20.04,20.19,1013,80,16.49,0.11,0,8000,6.17,220,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-05-21,6
2022-05-21 07:00:00,20.42,20.58,1014,79,16.66,0.53,20,8000,7.2,170,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-05-21,7
2022-05-21 08:00:00,20.45,20.69,1010,82,17.27,1.49,20,8000,6.17,180,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-05-21,8
2022-05-21 09:00:00,21.17,21.3,1014,75,16.57,3.05,20,9000,5.66,200,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,2022-05-21,9
2022-05-21 10:00:00,20.9,20.98,1015,74,16.1,5.0,40,9000,6.17,220,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-21,10
2022-05-21 11:00:00,20.53,20.62,1015,76,16.16,6.79,40,9000,6.69,210,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-21,11
2022-05-21 12:00:00,20.8,20.87,1015,74,16.0,7.93,75,9000,8.75,220,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-05-21,12
