dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-11-14 00:00:00,16.49,16.6,1018,92,15.19,0.0,20,10000,2.06,250,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-11-14,0
2022-11-14 01:00:00,16.38,16.48,1018,92,15.08,0.0,20,10000,2.06,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-11-14,1
2022-11-14 02:00:00,16.08,16.15,1018,92,14.78,0.0,20,10000,2.06,260,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-11-14,2
2022-11-14 03:00:00,16.08,16.15,1018,92,14.78,0.0,75,10000,2.57,240,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,,2022-11-14,3
2022-11-14 04:00:00,15.81,15.85,1017,92,14.51,0.0,75,10000,2.06,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-11-14,4
2022-11-14 05:00:00,15.68,15.78,1019,95,14.88,0.0,75,10000,2.06,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-11-14,5
2022-11-14 06:00:00,15.39,15.36,1018,91,13.93,0.0,75,10000,2.06,360,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-11-14,6
2022-11-14 07:00:00,15.39,15.36,1018,91,13.93,0.0,75,10000,3.09,360,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,,2022-11-14,7
2022-11-14 08:00:00,15.02,14.98,1019,92,13.73,0.0,75,10000,1.79,360,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",1.79,,2022-11-14,8
2022-11-14 09:00:00,15.46,15.41,1020,90,13.83,0.32,75,4000,1.03,0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-11-14,9
2022-11-14 10:00:00,16.12,16.03,1020,86,13.78,0.83,75,10000,2.68,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",4.02,,2022-11-14,10
2022-11-14 11:00:00,17.86,17.74,1020,78,13.97,1.45,75,10000,4.47,180,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",4.92,,2022-11-14,11
2022-11-14 12:00:00,18.19,18.15,1019,80,14.69,1.89,75,10000,4.47,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",5.81,,2022-11-14,12
2022-11-14 13:00:00,19.5,19.46,1019,75,14.96,2.05,75,10000,4.92,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",8.49,,2022-11-14,13
2022-11-14 14:00:00,18.59,18.59,1019,80,15.08,1.67,40,10000,4.63,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-11-14,14
2022-11-14 15:00:00,17.67,17.82,1020,89,15.84,1.04,75,7000,5.14,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-11-14,15
2022-11-14 16:00:00,17.02,17.05,1018,87,14.84,0.36,40,10000,7.15,270,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",7.6,,2022-11-14,16
2022-11-14 17:00:00,16.87,16.91,1018,88,14.87,0.08,40,10000,7.15,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",10.28,,2022-11-14,17
2022-11-14 18:00:00,17.14,17.31,1019,92,15.83,0.0,40,10000,4.12,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-11-14,18
2022-11-14 19:00:00,16.56,16.6,1018,89,14.74,0.0,40,10000,7.6,315,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",7.6,{'1h': 0.21},2022-11-14,19
2022-11-14 20:00:00,16.59,16.65,1018,90,14.94,0.0,20,10000,9.39,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",9.39,,2022-11-14,20
2022-11-14 21:00:00,16.85,16.86,1018,87,14.67,0.0,75,10000,8.49,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10.28,,2022-11-14,21
2022-11-14 22:00:00,16.8,16.83,1018,88,14.8,0.0,40,10000,5.36,225,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",6.71,,2022-11-14,22
2022-11-14 23:00:00,17.42,17.59,1019,91,15.94,0.0,75,10000,3.6,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-11-14,23
2022-11-15 00:00:00,16.84,16.85,1017,87,14.66,0.0,40,10000,5.81,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",12.07,,2022-11-15,0
2022-11-15 01:00:00,16.43,16.45,1016,89,14.61,0.0,75,10000,9.39,135,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10.73,,2022-11-15,1
2022-11-15 02:00:00,16.15,16.04,1016,85,13.63,0.0,20,10000,4.02,270,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",6.71,,2022-11-15,2
2022-11-15 03:00:00,16.15,16.01,1015,84,13.45,0.0,40,10000,12.52,225,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",12.52,,2022-11-15,3
2022-11-15 04:00:00,16.95,16.89,1015,84,14.23,0.0,40,10000,9.39,225,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",12.96,,2022-11-15,4
2022-11-15 05:00:00,16.98,16.87,1014,82,13.89,0.0,0,10000,7.15,225,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",9.83,,2022-11-15,5
2022-11-15 06:00:00,17.23,17.15,1015,82,14.13,0.0,20,10000,16.54,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",16.54,,2022-11-15,6
2022-11-15 07:00:00,17.28,17.23,1015,83,14.37,0.0,40,10000,13.86,315,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",16.99,,2022-11-15,7
2022-11-15 08:00:00,17.99,18.14,1016,88,15.97,0.0,40,10000,7.2,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-11-15,8
2022-11-15 09:00:00,18.44,18.59,1017,86,16.06,0.26,75,10000,7.2,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-11-15,9
2022-11-15 10:00:00,18.28,18.51,1017,90,16.61,0.48,75,2000,8.23,220,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,2022-11-15,10
2022-11-15 11:00:00,18.01,18.29,1016,93,16.86,0.84,75,8000,7.72,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-11-15,11
2022-11-15 12:00:00,18.24,18.34,1014,85,15.68,1.1,75,10000,9.39,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",18.78,,2022-11-15,12
2022-11-15 13:00:00,18.34,18.45,1013,85,15.78,0.65,75,7000,12.96,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",17.88,,2022-11-15,13
2022-11-15 14:00:00,18.34,18.55,1012,89,16.5,0.53,75,2500,14.31,315,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",22.35,{'1h': 0.13},2022-11-15,14
2022-11-15 15:00:00,18.24,18.47,1012,90,16.57,0.33,75,1700,14.75,270,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",19.67,,2022-11-15,15
2022-11-15 16:00:00,17.02,17.26,1014,95,16.21,0.34,75,8000,4.12,300,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,{'1h': 0.18},2022-11-15,16
2022-11-15 17:00:00,16.49,16.73,1015,97,16.01,0.08,40,10000,3.6,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-11-15,17
2022-11-15 18:00:00,16.94,17.09,1015,92,15.63,0.0,40,10000,3.09,310,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-11-15,18
2022-11-15 19:00:00,16.41,16.35,1014,86,14.06,0.0,40,10000,3.09,260,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-11-15,19
2022-11-15 20:00:00,16.1,15.91,1014,82,13.03,0.0,20,10000,4.02,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",4.92,,2022-11-15,20
2022-11-15 21:00:00,15.87,15.65,1015,82,12.8,0.0,75,10000,2.57,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-11-15,21
2022-11-15 22:00:00,15.56,15.29,1014,81,12.32,0.0,20,10000,2.06,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-11-15,22
2022-11-15 23:00:00,15.28,15.03,1014,83,12.41,0.0,20,10000,5.81,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",5.81,,2022-11-15,23
