dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-06-26 00:00:00,15.89,15.28,1017,67,9.78,0.0,20,10000,3.6,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,0,
2022-06-26 01:00:00,15.68,15.05,1017,67,9.58,0.0,20,10000,3.6,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,1,
2022-06-26 02:00:00,15.24,14.62,1016,69,9.6,0.0,20,10000,3.09,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,2,
2022-06-26 03:00:00,15.15,14.52,1016,69,9.51,0.0,20,10000,3.6,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,3,
2022-06-26 04:00:00,14.72,14.1,1016,71,9.52,0.0,20,10000,3.6,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,4,
2022-06-26 05:00:00,14.67,14.02,1016,70,9.26,0.0,20,10000,3.09,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-06-26,5,
2022-06-26 06:00:00,15.43,14.8,1016,68,9.56,0.14,20,10000,3.09,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-26,6,
2022-06-26 07:00:00,16.9,16.29,1017,63,9.82,0.68,20,10000,4.12,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-26,7,
2022-06-26 08:00:00,18.08,17.46,1017,58,9.7,1.82,20,10000,6.17,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-26,8,
2022-06-26 09:00:00,18.17,17.37,1017,51,7.88,3.62,40,10000,7.2,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-26,9,
2022-06-26 10:00:00,19.84,19.11,1017,47,8.21,5.65,20,10000,7.2,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-26,10,
2022-06-26 11:00:00,20.36,19.68,1017,47,8.69,7.57,40,10000,7.2,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-26,11,
2022-06-26 12:00:00,20.82,20.11,1018,44,8.13,8.78,40,10000,7.72,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-26,12,
2022-06-26 13:00:00,20.53,19.79,1017,44,7.87,9.14,40,10000,7.2,350,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-06-26,13,
2022-06-26 14:00:00,21.26,20.49,1017,40,7.13,8.15,20,10000,7.72,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-26,14,
2022-06-26 15:00:00,21.33,20.56,1017,40,7.2,6.34,0,10000,8.75,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-26,15,
