dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-03-23 00:00:00,11.84,11.35,1011,87,9.75,0.0,40,6000,2.57,160,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 0.65},,2022-03-23,0
2022-03-23 01:00:00,11.18,10.65,1010,88,9.27,0.0,75,10000,3.09,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},,2022-03-23,1
2022-03-23 02:00:00,11.26,10.69,1010,86,9.01,0.0,75,8000,2.06,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-23,2
2022-03-23 03:00:00,11.25,10.75,1009,89,9.51,0.0,75,10000,1.54,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-23,3
2022-03-23 04:00:00,11.21,10.71,1009,89,9.47,0.0,40,8000,2.06,110,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-23,4
2022-03-23 05:00:00,11.19,10.69,1008,89,9.45,0.0,75,8000,2.06,360,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.75},,2022-03-23,5
2022-03-23 06:00:00,11.23,10.73,1008,89,9.49,0.0,75,7000,2.06,350,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",{'1h': 0.36},,2022-03-23,6
2022-03-23 07:00:00,11.3,10.84,1009,90,9.72,0.0,75,7000,2.57,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,7
2022-03-23 08:00:00,11.61,11.18,1009,90,10.03,0.09,75,9000,3.09,30,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,8
2022-03-23 09:00:00,12.25,11.83,1009,88,10.32,0.25,75,9000,4.63,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,9
2022-03-23 10:00:00,12.84,12.48,1009,88,10.9,0.42,75,10000,4.12,100,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,10
2022-03-23 11:00:00,13.1,12.71,1009,86,10.81,0.62,75,10000,3.6,120,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.24},,2022-03-23,11
2022-03-23 12:00:00,13.46,13.08,1009,85,10.99,0.75,75,10000,4.63,80,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.36},,2022-03-23,12
2022-03-23 13:00:00,13.57,13.23,1009,86,11.28,1.21,75,6000,5.14,60,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.36},,2022-03-23,13
2022-03-23 14:00:00,13.28,12.91,1007,86,10.99,1.04,75,4000,4.63,70,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'1h': 1.33},,2022-03-23,14
2022-03-23 15:00:00,12.97,12.62,1007,88,11.03,0.74,75,10000,5.14,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,15
2022-03-23 16:00:00,13.41,13.0,1007,84,10.76,1.33,40,10000,6.17,10,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-23,16
2022-03-23 17:00:00,14.02,13.67,1007,84,11.36,0.54,75,10000,7.2,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,17
2022-03-23 18:00:00,13.54,13.09,1008,82,10.53,0.12,75,10000,6.17,80,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-23,18
2022-03-23 19:00:00,13.03,12.66,1008,87,10.92,0.0,75,10000,6.17,60,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",{'1h': 0.32},,2022-03-23,19
2022-03-23 20:00:00,12.88,12.52,1009,88,10.94,0.0,75,10000,5.66,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-23,20
2022-03-23 21:00:00,13.1,12.58,1009,81,9.92,0.0,75,10000,7.72,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-23,21
2022-03-23 22:00:00,13.13,12.54,1009,78,9.38,0.0,40,10000,7.72,50,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,12.86,2022-03-23,22
2022-03-23 23:00:00,12.77,12.09,1008,76,8.65,0.0,20,10000,6.69,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-23,23
2022-03-24 00:00:00,12.48,11.77,1008,76,8.37,0.0,0,10000,8.23,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-24,0
2022-03-24 01:00:00,12.31,11.58,1008,76,8.21,0.0,0,10000,8.23,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-24,1
2022-03-24 02:00:00,12.2,11.41,1006,74,7.71,0.0,75,10000,7.72,40,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",{'1h': 0.21},,2022-03-24,2
2022-03-24 03:00:00,12.12,11.29,1006,73,7.43,0.0,75,10000,9.26,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-24,3
2022-03-24 04:00:00,12.14,11.26,1006,71,7.05,0.0,40,10000,8.23,30,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-24,4
2022-03-24 05:00:00,11.89,10.99,1006,71,6.81,0.0,20,10000,6.69,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-03-24,5
2022-03-24 06:00:00,11.78,10.84,1006,70,6.49,0.0,40,10000,8.23,30,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-03-24,6
2022-03-24 07:00:00,12.18,11.28,1012,70,6.88,0.03,0,10000,7.2,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-03-24,7
2022-03-24 08:00:00,12.43,11.56,1009,70,7.12,0.15,0,10000,7.2,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-03-24,8
2022-03-24 09:00:00,13.37,12.51,1008,67,7.38,0.42,20,10000,7.2,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,12.35,2022-03-24,9
2022-03-24 10:00:00,13.95,13.12,1009,66,7.71,0.46,20,10000,6.69,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-24,10
2022-03-24 11:00:00,13.9,13.12,1009,68,8.1,0.68,40,10000,7.2,60,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,11
2022-03-24 12:00:00,13.94,13.19,1009,69,8.35,0.83,40,10000,7.2,50,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,12
2022-03-24 13:00:00,15.3,14.66,1008,68,9.44,2.74,40,10000,6.69,40,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,13
2022-03-24 14:00:00,15.24,14.67,1008,71,10.02,2.36,75,10000,5.66,50,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-03-24,14
2022-03-24 15:00:00,16.06,15.52,1008,69,10.38,1.68,40,10000,6.69,40,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,15
2022-03-24 16:00:00,17.14,16.66,1007,67,10.97,1.19,40,10000,6.69,40,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,16
2022-03-24 17:00:00,15.76,15.3,1008,73,10.94,0.48,40,6000,6.69,70,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-03-24,17
2022-03-24 18:00:00,14.25,13.85,1009,81,11.04,0.11,40,6000,6.26,354,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 1},9.39,2022-03-24,18
2022-03-24 19:00:00,12.75,12.3,1010,85,10.3,0.0,75,5000,3.6,30,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.49},,2022-03-24,19
2022-03-24 20:00:00,12.55,12.05,1009,84,9.92,0.0,75,8000,4.63,20,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-24,20
2022-03-24 21:00:00,12.45,11.94,1010,84,9.82,0.0,75,8000,4.63,60,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-03-24,21
