dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-06-12 00:00:00,20.27,20.31,1016,75,15.7,0.0,0,10000,4.63,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,0
2022-06-12 01:00:00,19.34,19.39,1017,79,15.61,0.0,0,10000,5.66,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,1
2022-06-12 02:00:00,19.45,19.57,1016,81,16.11,0.0,0,10000,5.66,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,2
2022-06-12 03:00:00,19.31,19.49,1015,84,16.54,0.0,0,10000,4.63,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,3
2022-06-12 04:00:00,19.24,19.39,1015,83,16.28,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,4
2022-06-12 05:00:00,19.35,19.51,1016,83,16.39,0.0,0,10000,4.63,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-06-12,5
2022-06-12 06:00:00,19.42,19.61,1016,84,16.65,0.17,20,10000,4.12,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-12,6
2022-06-12 07:00:00,20.41,20.6,1016,80,16.85,0.73,0,10000,6.69,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,7
2022-06-12 08:00:00,22.28,22.47,1017,73,17.21,1.96,20,10000,5.66,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-06-12,8
2022-06-12 09:00:00,24.11,24.35,1017,68,17.84,3.92,0,10000,5.66,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,9
2022-06-12 10:00:00,26.05,26.05,1017,64,18.71,5.83,0,10000,5.14,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,10
2022-06-12 11:00:00,27.66,28.86,1017,59,18.93,7.82,0,10000,5.14,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,11
2022-06-12 12:00:00,30.29,31.0,1017,47,17.73,9.08,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,12
2022-06-12 13:00:00,31.77,32.87,1016,45,18.38,9.11,0,10000,5.14,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,13
2022-06-12 14:00:00,31.72,32.99,1015,46,18.68,8.13,0,10000,4.63,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,14
2022-06-12 15:00:00,33.25,33.54,1015,37,16.6,6.31,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,15
2022-06-12 16:00:00,31.67,32.72,1014,45,18.29,4.26,0,10000,5.14,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,16
2022-06-12 17:00:00,30.0,30.6,1014,47,17.46,2.29,0,10000,6.17,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,17
2022-06-12 18:00:00,28.67,29.58,1014,53,18.15,0.93,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,18
2022-06-12 19:00:00,26.57,26.57,1014,58,17.63,0.25,0,10000,7.2,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-06-12,19
