dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-09-11 00:00:00,20.22,20.39,1015,80,16.66,0.0,0,10000,1.54,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-09-11,0
2022-09-11 01:00:00,20.36,20.49,1015,78,16.4,0.0,0,10000,1.34,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,,2022-09-11,1
2022-09-11 02:00:00,19.47,19.61,1014,82,16.32,0.0,0,10000,1.54,200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-09-11,2
2022-09-11 03:00:00,19.35,19.48,1013,82,16.2,0.0,0,10000,2.06,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-09-11,3
2022-09-11 04:00:00,19.33,19.51,1014,84,16.56,0.0,0,10000,1.03,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-09-11,4
2022-09-11 05:00:00,18.46,18.53,1012,83,15.52,0.0,0,10000,1.79,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",1.79,,2022-09-11,5
2022-09-11 06:00:00,18.41,18.53,1013,85,15.84,0.0,20,10000,1.54,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-11,6
2022-09-11 07:00:00,18.21,18.33,1013,86,15.83,0.12,20,10000,1.54,140,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,,2022-09-11,7
2022-09-11 08:00:00,19.74,19.91,1013,82,16.58,0.62,40,10000,1.54,180,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",,,2022-09-11,8
2022-09-11 09:00:00,20.64,20.85,1013,80,17.07,1.67,40,10000,4.92,180,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",7.15,,2022-09-11,9
2022-09-11 10:00:00,23.15,23.37,1013,71,17.61,3.5,20,10000,5.81,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",5.81,,2022-09-11,10
2022-09-11 11:00:00,24.29,24.58,1012,69,18.24,5.16,20,10000,3.6,120,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-09-11,11
2022-09-11 12:00:00,25.64,25.88,1012,62,17.82,6.25,20,10000,7.15,315,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",11.62,,2022-09-11,12
2022-09-11 13:00:00,25.97,25.97,1012,59,17.34,6.53,20,10000,12.96,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.96,,2022-09-11,13
2022-09-11 14:00:00,25.78,26.03,1011,62,17.95,5.64,20,10000,14.75,180,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",14.75,,2022-09-11,14
2022-09-11 15:00:00,25.02,25.22,1010,63,17.49,4.05,20,10000,9.39,292,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13.86,,2022-09-11,15
2022-09-11 16:00:00,23.31,23.55,1009,71,17.76,1.68,20,10000,5.36,225,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",8.05,{'1h': 0.27},2022-09-11,16
2022-09-11 17:00:00,22.75,22.93,1009,71,17.22,0.69,0,10000,4.92,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.6,,2022-09-11,17
2022-09-11 18:00:00,23.11,23.28,1008,69,17.12,0.17,20,10000,7.15,135,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",14.75,{'1h': 0.24},2022-09-11,18
2022-09-11 19:00:00,21.53,21.78,1009,78,17.53,0.0,20,10000,7.15,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",8.49,,2022-09-11,19
2022-09-11 20:00:00,21.51,21.78,1009,79,17.72,0.0,20,10000,4.63,230,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-11,20
2022-09-11 21:00:00,21.25,21.55,1009,81,17.86,0.0,20,10000,7.15,225,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",7.15,,2022-09-11,21
2022-09-11 22:00:00,20.86,21.19,1008,84,18.06,0.0,75,10000,4.47,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",8.49,{'1h': 0.27},2022-09-11,22
2022-09-11 23:00:00,20.97,21.24,1008,81,17.59,0.0,75,10000,9.83,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10.73,,2022-09-11,23
2022-09-12 00:00:00,20.86,21.12,1008,81,17.48,0.0,75,10000,10.73,315,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",12.96,{'1h': 0.65},2022-09-12,0
2022-09-12 01:00:00,20.86,21.22,1007,85,18.25,0.0,40,10000,8.49,315,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",9.83,{'1h': 0.36},2022-09-12,1
2022-09-12 02:00:00,20.7,21.07,1007,86,18.27,0.0,40,10000,9.83,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",13.86,{'1h': 0.65},2022-09-12,2
2022-09-12 03:00:00,20.7,21.07,1007,86,18.27,0.0,75,6000,8.49,315,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",16.09,{'1h': 0.86},2022-09-12,3
2022-09-12 04:00:00,20.84,21.3,1008,89,18.96,0.0,75,10000,6.17,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.32},2022-09-12,4
