dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-07-20 00:00:00,19.34,19.29,1020,75,14.8,0.0,20,10000,6.17,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-07-20,0
2022-07-20 01:00:00,19.09,19.04,1020,76,14.76,0.0,20,10000,6.17,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-07-20,1
2022-07-20 02:00:00,18.55,18.47,1019,77,14.44,0.0,20,10000,10.28,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",10.28,2022-07-20,2
2022-07-20 03:00:00,18.34,18.24,1019,77,14.24,0.0,20,10000,9.83,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",9.83,2022-07-20,3
2022-07-20 04:00:00,18.34,18.24,1019,77,14.24,0.0,20,10000,9.39,247,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",9.83,2022-07-20,4
2022-07-20 05:00:00,18.28,18.2,1019,78,14.38,0.0,20,10000,7.6,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",12.52,2022-07-20,5
2022-07-20 06:00:00,18.34,18.27,1019,78,14.44,0.12,20,10000,8.75,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-07-20,6
2022-07-20 07:00:00,19.29,19.23,1019,75,14.75,0.63,20,10000,8.75,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-07-20,7
2022-07-20 08:00:00,20.85,20.79,1020,69,14.96,1.81,20,10000,9.77,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-07-20,8
2022-07-20 09:00:00,23.14,23.08,1019,60,14.96,3.72,0,10000,7.72,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-07-20,9
