dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,rain,date,hour
2022-10-31 00:00:00,18.05,17.97,1014,79,14.36,0.0,0,10000,5.36,225,7.6,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-31,0
2022-10-31 01:00:00,17.94,17.77,1014,76,13.65,0.0,20,10000,5.81,270,5.81,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-10-31,1
2022-10-31 02:00:00,17.6,17.4,1014,76,13.32,0.0,0,10000,3.13,270,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-31,2
2022-10-31 03:00:00,17.57,17.39,1013,77,13.5,0.0,0,10000,5.81,315,5.81,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-10-31,3
2022-10-31 04:00:00,18.38,18.39,1015,81,15.06,0.0,0,10000,2.57,200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.12},2022-10-31,4
2022-10-31 05:00:00,18.05,18.03,1013,81,14.74,0.0,40,10000,5.81,225,7.6,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-10-31,5
2022-10-31 06:00:00,18.23,18.28,1013,83,15.3,0.0,75,10000,12.96,315,16.09,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},2022-10-31,6
2022-10-31 07:00:00,18.82,18.98,1013,85,16.25,0.0,75,10000,14.31,225,16.09,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.49},2022-10-31,7
2022-10-31 08:00:00,19.5,19.96,1015,94,18.51,0.08,75,7000,8.23,190,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}]",{'1h': 0.32},2022-10-31,8
2022-10-31 09:00:00,19.37,19.79,1016,93,18.21,0.39,75,10000,6.69,210,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-31,9
2022-10-31 10:00:00,19.4,19.62,1016,85,16.81,0.85,75,10000,5.81,315,13.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-31,10
2022-10-31 11:00:00,20.27,20.49,1016,82,17.1,1.44,40,10000,4.47,315,6.71,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,11
2022-10-31 12:00:00,21.15,21.28,1016,75,16.55,1.85,40,10000,5.36,360,12.52,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,12
2022-10-31 13:00:00,21.29,21.43,1017,75,16.68,2.93,40,10000,4.63,280,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,13
2022-10-31 14:00:00,21.5,21.66,1016,75,16.89,2.43,40,10000,8.49,360,12.07,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,14
2022-10-31 15:00:00,20.51,20.73,1018,81,17.14,1.56,40,10000,5.14,250,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,15
2022-10-31 16:00:00,19.68,19.84,1017,82,16.52,0.41,75,10000,5.66,350,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-10-31,16
2022-10-31 17:00:00,18.54,18.7,1019,86,16.15,0.11,40,10000,5.66,360,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-10-31,17
2022-10-31 18:00:00,17.91,17.9,1019,82,14.8,0.0,75,10000,4.12,10,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-31,18
2022-10-31 19:00:00,17.43,17.4,1019,83,14.51,0.0,75,10000,5.36,360,5.81,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-31,19
2022-10-31 20:00:00,17.56,17.56,1021,84,14.83,0.0,100,10000,4.63,360,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,2022-10-31,20
2022-10-31 21:00:00,17.21,17.1,1021,81,13.92,0.0,100,10000,2.57,350,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-10-31,21
2022-10-31 22:00:00,17.21,17.08,1021,80,13.73,0.0,75,10000,2.57,350,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,2022-10-31,22
2022-10-31 23:00:00,17.13,17.12,1023,85,14.59,0.0,75,10000,2.06,10,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-10-31,23
2022-11-01 00:00:00,16.38,16.14,1022,79,12.73,0.0,75,10000,2.24,360,4.92,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-11-01,0
