dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-03-28 00:00:00,16.19,15.67,1013,69,10.5,0.0,0,10000,3.09,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,0
2022-03-28 01:00:00,15.67,15.09,1012,69,10.01,0.0,0,10000,3.09,90,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,1
2022-03-28 02:00:00,15.26,14.72,1011,72,10.25,0.0,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,2
2022-03-28 03:00:00,14.9,14.35,1010,73,10.11,0.0,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,3
2022-03-28 04:00:00,14.64,14.04,1010,72,9.65,0.0,0,10000,4.63,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,4
2022-03-28 05:00:00,14.51,13.9,1010,72,9.53,0.0,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,5
2022-03-28 06:00:00,14.36,13.78,1011,74,9.79,0.0,0,10000,3.09,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,6
2022-03-28 07:00:00,14.41,13.81,1012,73,9.64,0.08,20,10000,4.12,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,7
2022-03-28 08:00:00,14.98,14.39,1012,71,9.77,0.42,20,10000,2.57,100,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,8
2022-03-28 09:00:00,15.71,15.09,1012,67,9.61,1.12,20,10000,5.14,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,9
2022-03-28 10:00:00,16.62,16.03,1011,65,10.02,2.74,20,10000,6.69,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,10
2022-03-28 11:00:00,17.9,17.29,1011,59,9.78,4.02,20,10000,6.17,70,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,11
2022-03-28 12:00:00,19.65,18.98,1010,50,8.95,4.87,20,10000,6.17,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,12
2022-03-28 13:00:00,20.63,20.08,1010,51,10.15,4.64,20,10000,6.17,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-28,13
2022-03-28 14:00:00,20.78,20.19,1009,49,9.69,4.02,0,10000,6.69,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-28,14
2022-03-28 15:00:00,20.82,20.24,1008,49,9.73,2.89,0,10000,8.23,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-28,15
2022-03-28 16:00:00,20.51,19.92,1008,50,9.74,1.54,0,10000,7.2,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-28,16
2022-03-28 17:00:00,20.37,19.79,1007,51,9.91,0.64,0,10000,7.72,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-28,17
2022-03-28 18:00:00,19.83,19.25,1006,53,9.98,0.16,0,10000,8.23,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-28,18
2022-03-28 19:00:00,18.9,18.28,1007,55,9.67,0.0,0,10000,6.69,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,19
2022-03-28 20:00:00,18.83,18.26,1007,57,10.14,0.0,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-28,20
2022-03-28 21:00:00,17.9,17.42,1008,64,11.0,0.0,20,10000,3.6,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-28,21
