dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-11-20 00:00:00,13.81,13.44,1026,84,11.16,0.0,20,10000,2.68,300,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,0,
2022-11-20 01:00:00,14.02,13.7,1025,85,11.54,0.0,20,10000,3.09,280,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,1,
2022-11-20 02:00:00,13.17,12.76,1025,85,10.71,0.0,20,10000,1.79,315,2.68,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,2,
2022-11-20 03:00:00,13.44,13.09,1025,86,11.15,0.0,20,10000,3.13,285,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,3,
2022-11-20 04:00:00,13.55,13.28,1025,89,11.77,0.0,20,10000,3.09,250,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,4,
2022-11-20 05:00:00,13.17,12.81,1024,87,11.06,0.0,20,10000,3.13,263,4.47,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,5,
2022-11-20 06:00:00,13.55,13.28,1025,89,11.77,0.0,20,10000,2.06,270,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,6,
2022-11-20 07:00:00,13.14,12.83,1025,89,11.37,0.0,20,10000,2.68,360,2.68,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-20,7,
2022-11-20 08:00:00,14.06,13.74,1026,85,11.58,0.0,40,10000,1.54,280,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-20,8,
2022-11-20 09:00:00,14.5,14.3,1027,88,12.54,0.13,20,10000,4.02,270,4.47,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-20,9,
2022-11-20 10:00:00,16.43,16.19,1027,79,12.78,1.0,20,10000,4.02,360,4.02,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-20,10,
2022-11-20 11:00:00,17.54,17.28,1027,74,12.86,1.81,20,10000,5.81,360,5.81,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-20,11,
2022-11-20 12:00:00,18.28,18.02,1026,71,12.94,2.37,40,10000,3.6,290,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-20,12,
2022-11-20 13:00:00,18.87,18.69,1027,72,13.72,2.61,40,10000,3.6,240,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-20,13,
2022-11-20 14:00:00,18.39,18.09,1025,69,12.61,2.13,20,10000,8.49,292,9.39,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-20,14,
2022-11-20 15:00:00,18.1,17.92,1025,75,13.6,1.31,20,10000,5.81,270,8.49,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-11-20,15,
2022-11-20 16:00:00,17.48,17.32,1025,78,13.61,0.52,40,10000,7.15,315,11.62,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-20,16,
2022-11-20 17:00:00,16.87,16.68,1025,79,13.21,0.0,75,10000,7.15,315,12.07,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-11-20,17,
2022-11-20 18:00:00,16.58,16.59,1026,88,14.59,0.0,75,7000,4.12,220,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-20,18,
2022-11-20 19:00:00,16.58,16.62,1026,89,14.76,0.0,75,10000,4.12,230,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-20,19,
2022-11-20 20:00:00,16.58,16.67,1027,91,15.11,0.0,75,7000,4.12,230,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-20,20,
2022-11-20 21:00:00,16.58,16.7,1026,92,15.28,0.0,75,6000,3.6,220,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-20,21,
2022-11-20 22:00:00,16.58,16.72,1026,93,15.44,0.0,75,6000,4.12,220,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",2022-11-20,22,
2022-11-20 23:00:00,16.12,16.19,1024,92,14.82,0.0,75,4500,10.28,270,12.96,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-11-20,23,
2022-11-21 00:00:00,16.21,16.31,1024,93,15.08,0.0,75,8000,5.81,315,5.81,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-21,0,
2022-11-21 01:00:00,16.7,16.83,1024,92,15.39,0.0,75,10000,7.15,270,7.15,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-21,1,
2022-11-21 02:00:00,16.7,16.72,1023,88,14.7,0.0,75,10000,4.12,260,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-21,2,
2022-11-21 03:00:00,16.7,16.72,1022,88,14.7,0.0,75,9000,6.71,360,11.62,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",2022-11-21,3,
2022-11-21 04:00:00,16.7,16.7,1022,87,14.53,0.0,75,10000,7.6,315,11.62,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-11-21,4,
2022-11-21 05:00:00,16.65,16.62,1021,86,14.3,0.0,40,10000,7.15,315,8.05,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-11-21,5,
2022-11-21 06:00:00,16.38,16.29,1021,85,13.85,0.0,20,10000,5.36,285,8.49,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-21,6,
2022-11-21 07:00:00,16.19,16.14,1021,87,14.03,0.0,40,10000,4.63,250,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-11-21,7,
2022-11-21 08:00:00,16.56,16.44,1021,83,13.66,0.0,40,10000,10.28,180,10.28,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",2022-11-21,8,
2022-11-21 09:00:00,16.47,16.5,1022,89,14.65,0.32,75,3500,10.73,270,10.73,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",2022-11-21,9,
2022-11-21 10:00:00,17.19,17.5,1022,97,16.71,0.25,75,3000,6.69,250,,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",2022-11-21,10,
2022-11-21 11:00:00,16.99,17.04,1021,88,14.99,0.45,75,1500,9.83,360,17.43,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-11-21,11,
2022-11-21 12:00:00,16.97,16.99,1020,87,14.79,0.6,75,10000,8.49,315,14.31,"[{'id': 310, 'main': 'Drizzle', 'description': 'light intensity drizzle rain', 'icon': '09d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2022-11-21,12,{'1h': 0.12}
2022-11-21 13:00:00,17.25,17.28,1020,86,14.89,2.33,75,10000,6.71,360,9.83,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-11-21,13,
2022-11-21 14:00:00,18.81,18.76,1020,77,14.7,1.91,75,10000,8.23,310,13.89,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-11-21,14,
2022-11-21 15:00:00,18.53,18.37,1020,74,13.81,1.17,40,10000,9.39,135,12.96,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-21,15,
2022-11-21 16:00:00,17.47,17.28,1020,77,13.4,0.44,40,10000,6.17,310,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-21,16,
2022-11-21 17:00:00,16.79,16.54,1020,77,12.74,0.0,40,10000,5.36,270,7.15,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-11-21,17,
2022-11-21 18:00:00,15.69,15.38,1021,79,12.06,0.0,40,10000,6.69,320,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-11-21,18,
2022-11-21 19:00:00,14.54,14.16,1021,81,11.32,0.0,20,10000,6.17,350,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-21,19,
2022-11-21 20:00:00,14.52,14.06,1021,78,10.73,0.0,20,10000,6.17,340,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-21,20,
2022-11-21 21:00:00,14.39,13.9,1022,77,10.41,0.0,40,10000,4.12,320,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-11-21,21,
2022-11-21 22:00:00,14.39,13.74,1022,71,9.21,0.0,20,10000,4.47,348,6.26,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-21,22,
2022-11-21 23:00:00,13.92,13.22,1022,71,8.75,0.0,20,10000,2.57,310,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-11-21,23,
