dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-10-18 00:00:00,18.92,19.19,1017,89,17.07,0.0,75,7000,12.96,315,13.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,0,
2022-10-18 01:00:00,18.81,19.1,1017,90,17.14,0.0,75,7000,9.83,315,14.31,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,1,
2022-10-18 02:00:00,18.54,18.83,1017,91,17.04,0.0,75,6000,11.62,270,11.62,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,2,
2022-10-18 03:00:00,18.84,19.05,1016,87,16.63,0.0,75,8000,10.28,225,12.96,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,3,
2022-10-18 04:00:00,19.44,19.71,1016,87,17.22,0.0,75,10000,12.52,270,18.78,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,4,
2022-10-18 05:00:00,19.44,19.71,1016,87,17.22,0.0,75,10000,12.96,270,16.99,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-10-18,5,
2022-10-18 06:00:00,19.05,19.28,1016,87,16.84,0.0,75,10000,10.73,270,20.12,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",2022-10-18,6,
2022-10-18 07:00:00,19.33,19.59,1017,87,17.11,0.0,75,10000,16.09,315,17.88,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-10-18,7,
2022-10-18 08:00:00,19.64,19.91,1017,86,17.23,0.21,75,10000,14.31,315,19.67,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-10-18,8,
2022-10-18 09:00:00,20.79,21.09,1018,83,17.8,0.81,75,10000,16.54,292,22.8,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-10-18,9,
2022-10-18 10:00:00,21.26,21.53,1019,80,17.67,1.98,75,10000,17.43,315,22.8,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-10-18,10,
2022-10-18 11:00:00,22.47,22.7,1019,74,17.61,3.19,75,10000,14.75,360,21.9,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-10-18,11,
2022-10-18 12:00:00,23.76,23.99,1019,69,17.74,4.06,75,10000,12.52,315,21.9,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-10-18,12,
2022-10-18 13:00:00,23.12,23.29,1018,69,17.12,4.09,75,10000,15.2,135,26.38,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",2022-10-18,13,
2022-10-18 14:00:00,22.98,23.16,1018,70,17.22,3.42,40,10000,29.06,292,31.29,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-10-18,14,
2022-10-18 15:00:00,22.61,22.86,1018,74,17.74,2.25,40,10000,19.67,225,26.38,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-10-18,15,
2022-10-18 16:00:00,21.99,22.26,1018,77,17.77,0.84,40,10000,19.22,270,22.8,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-10-18,16,
