dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-05-01 00:00:00,16.72,15.78,1019,51,6.54,0.0,0,10000,6.17,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-01,0,
2022-05-01 01:00:00,16.0,15.14,1018,57,7.5,0.0,0,10000,3.09,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-01,1,
2022-05-01 02:00:00,15.64,14.88,1013,62,8.39,0.0,56,10000,2.68,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",4.92,2022-05-01,2,
2022-05-01 03:00:00,14.93,14.2,1017,66,8.64,0.0,0,10000,2.57,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-01,3,
2022-05-01 04:00:00,14.26,13.52,1018,68,8.44,0.0,0,10000,2.06,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-01,4,
2022-05-01 05:00:00,14.19,13.49,1018,70,8.8,0.0,0,10000,2.57,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-05-01,5,
2022-05-01 06:00:00,13.62,13.13,1018,80,10.24,0.0,20,10000,6.17,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,6,
2022-05-01 07:00:00,13.79,13.31,1019,80,10.4,0.39,20,10000,5.66,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,7,
2022-05-01 08:00:00,14.94,14.42,1019,74,10.35,1.27,20,10000,5.66,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,8,
2022-05-01 09:00:00,16.37,15.89,1019,70,10.89,2.81,20,10000,7.2,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,9,
2022-05-01 10:00:00,17.02,16.47,1019,65,10.4,4.73,20,10000,8.23,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,10,
2022-05-01 11:00:00,18.09,17.57,1019,62,10.7,6.55,20,10000,7.2,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13.89,2022-05-01,11,
2022-05-01 12:00:00,18.82,18.27,1019,58,10.39,7.73,20,10000,8.75,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,12,
2022-05-01 13:00:00,19.14,18.52,1018,54,9.62,5.52,20,10000,9.77,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,13,
2022-05-01 14:00:00,19.17,18.58,1018,55,9.92,4.88,20,10000,10.8,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,14,
2022-05-01 15:00:00,19.01,18.35,1017,53,9.22,3.68,20,10000,6.17,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,15,
2022-05-01 16:00:00,18.48,17.85,1017,56,9.55,2.19,20,10000,6.17,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,16,
2022-05-01 17:00:00,17.79,17.14,1017,58,9.43,1.08,20,10000,7.2,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-05-01,17,
2022-05-01 18:00:00,16.4,15.74,1017,63,9.35,0.38,40,10000,6.69,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-01,18,
2022-05-01 19:00:00,15.16,14.45,1016,66,8.86,0.07,40,10000,7.2,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-05-01,19,
2022-05-01 20:00:00,15.03,14.42,1017,70,9.61,0.0,75,10000,6.69,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-01,20,
2022-05-01 21:00:00,15.05,14.44,1017,70,9.63,0.0,75,10000,5.66,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-01,21,
2022-05-01 22:00:00,14.35,13.72,1017,72,9.37,0.0,75,10000,6.17,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-01,22,
2022-05-01 23:00:00,14.16,13.51,1016,72,9.19,0.0,40,10000,4.63,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-05-01,23,
2022-05-02 00:00:00,13.61,13.04,1016,77,9.66,0.0,75,10000,4.12,340,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-02,0,
2022-05-02 01:00:00,14.28,13.7,1020,74,9.71,0.0,75,10000,4.12,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-02,1,
2022-05-02 02:00:00,13.73,13.06,1019,73,8.98,0.0,20,10000,4.12,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-05-02,2,
2022-05-02 03:00:00,13.33,12.7,1014,76,9.19,0.0,40,10000,3.6,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-05-02,3,
2022-05-02 04:00:00,13.61,13.01,1018,76,9.46,0.0,20,10000,4.12,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-05-02,4,
2022-05-02 05:00:00,13.48,12.97,1013,80,10.1,0.0,75,10000,4.63,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-05-02,5,
