dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-08-01 00:00:00,24.26,24.26,1014,58,15.48,0.0,0,10000,1.54,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-01,0
2022-08-01 01:00:00,23.55,23.53,1014,60,15.34,0.0,0,10000,4.92,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.92,2022-08-01,1
2022-08-01 02:00:00,22.47,22.47,1014,65,15.57,0.0,0,10000,1.79,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,2022-08-01,2
2022-08-01 03:00:00,22.25,22.25,1014,66,15.6,0.0,0,10000,4.63,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-01,3
2022-08-01 04:00:00,21.61,21.6,1014,68,15.46,0.0,0,10000,2.06,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-01,4
2022-08-01 05:00:00,21.19,21.11,1014,67,14.82,0.0,0,10000,1.54,190,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-08-01,5
2022-08-01 06:00:00,20.3,20.34,1014,75,15.73,0.0,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,6
2022-08-01 07:00:00,20.92,21.03,1015,75,16.33,0.54,20,10000,2.57,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,2022-08-01,7
2022-08-01 08:00:00,22.59,22.78,1016,72,17.29,1.7,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,8
2022-08-01 09:00:00,26.16,26.16,1015,59,17.52,3.65,0,10000,3.13,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",3.13,2022-08-01,9
2022-08-01 10:00:00,27.83,28.8,1015,56,18.25,5.65,0,10000,3.09,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,10
2022-08-01 11:00:00,29.69,30.75,1015,51,18.48,7.78,0,10000,5.81,270,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.15,2022-08-01,11
2022-08-01 12:00:00,31.13,32.25,1015,47,18.49,9.13,0,10000,5.81,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",10.73,2022-08-01,12
2022-08-01 13:00:00,31.34,32.21,1015,45,17.99,8.6,0,10000,8.05,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",14.31,2022-08-01,13
2022-08-01 14:00:00,31.44,32.0,1014,43,17.36,7.61,0,10000,12.52,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",12.52,2022-08-01,14
2022-08-01 15:00:00,31.36,31.88,1014,43,17.28,5.79,0,10000,8.23,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,15
2022-08-01 16:00:00,31.85,32.24,1013,41,16.97,3.63,0,10000,7.15,315,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.15,2022-08-01,16
2022-08-01 17:00:00,32.22,32.24,1014,38,16.11,1.82,0,10000,5.66,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,17
2022-08-01 18:00:00,30.06,30.0,1014,42,15.75,0.66,0,10000,5.14,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-08-01,18
2022-08-01 19:00:00,28.53,28.23,1014,41,14.01,0.14,0,10000,4.92,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",8.05,2022-08-01,19
