dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-07-11 00:00:00,19.98,19.63,1014,61,12.24,0.0,0,10000,4.92,360,9.39,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,0,
2022-07-11 01:00:00,19.12,18.84,1015,67,12.85,0.0,0,10000,4.12,330,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,1,
2022-07-11 02:00:00,18.77,18.45,1013,67,12.52,0.0,0,10000,3.6,340,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,2,
2022-07-11 03:00:00,18.76,18.39,1013,65,12.05,0.0,0,10000,2.68,336,3.58,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,3,
2022-07-11 04:00:00,18.71,18.39,1014,67,12.46,0.0,0,10000,4.12,310,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,4,
2022-07-11 05:00:00,18.64,18.2,1012,63,11.46,0.0,0,10000,2.24,335,3.58,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-07-11,5,
2022-07-11 06:00:00,19.43,19.05,1012,62,11.97,0.14,0,10000,4.02,343,4.92,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,6,
2022-07-11 07:00:00,20.63,20.29,1013,59,12.34,0.62,0,10000,4.47,135,4.47,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,7,
2022-07-11 08:00:00,22.36,22.01,1013,52,12.03,1.7,0,10000,4.63,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,8,
2022-07-11 09:00:00,23.74,23.42,1013,48,12.09,3.44,0,10000,5.66,20,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,9,
2022-07-11 10:00:00,25.97,25.97,1012,42,12.08,4.83,0,10000,7.2,360,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,10,
2022-07-11 11:00:00,27.74,27.32,1013,38,12.14,6.51,0,10000,8.23,10,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-07-11,11,
