dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour,rain
2022-11-29 00:00:00,10.72,9.91,1022,79,7.23,0.0,20,10000,0.51,0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-29,0,
2022-11-29 01:00:00,11.13,10.41,1022,81,8.0,0.0,40,10000,3.09,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,2022-11-29,1,
2022-11-29 02:00:00,10.93,10.19,1022,81,7.8,0.0,20,10000,3.09,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-11-29,2,
2022-11-29 03:00:00,10.66,9.87,1022,80,7.36,0.0,0,10000,2.24,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.02,2022-11-29,3,
2022-11-29 04:00:00,10.18,9.34,1021,80,6.89,0.0,0,10000,2.06,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,4,
2022-11-29 05:00:00,9.96,8.41,1021,81,6.86,0.0,0,10000,3.09,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,5,
2022-11-29 06:00:00,11.26,10.5,1025,79,7.76,0.0,0,10000,3.6,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,6,
2022-11-29 07:00:00,9.78,7.92,1022,80,6.5,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-11-29,7,
2022-11-29 08:00:00,9.18,7.45,1022,83,6.45,0.0,0,10000,3.13,135,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",4.47,2022-11-29,8,
2022-11-29 09:00:00,11.23,10.52,1022,81,8.09,0.29,0,10000,2.57,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,9,
2022-11-29 10:00:00,12.59,11.84,1022,74,8.08,0.75,0,10000,2.06,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-11-29,10,
