dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-08-15 00:00:00,19.61,19.66,1016,78,15.67,0.0,40,10000,4.63,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-08-15,0,
2022-08-15 01:00:00,19.48,19.55,1016,79,15.74,0.0,20,10000,3.6,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-08-15,1,
2022-08-15 02:00:00,19.53,19.68,1015,82,16.38,0.0,20,10000,4.12,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-08-15,2,
2022-08-15 03:00:00,19.5,19.57,1015,79,15.76,0.0,20,10000,3.6,310,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-08-15,3,
2022-08-15 04:00:00,19.59,19.62,1014,77,15.45,0.0,40,10000,3.09,330,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-08-15,4,
2022-08-15 05:00:00,19.14,19.17,1014,79,15.41,0.0,40,10000,3.6,310,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-08-15,5,
2022-08-15 06:00:00,19.09,19.07,1014,77,14.97,0.0,40,10000,4.63,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-08-15,6,
2022-08-15 07:00:00,19.55,19.49,1014,74,14.8,0.38,20,10000,4.63,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,7,
2022-08-15 08:00:00,20.38,20.35,1015,72,15.17,1.32,20,10000,5.66,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,8,
2022-08-15 09:00:00,22.21,22.16,1015,64,15.08,3.01,20,10000,5.66,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,9,
2022-08-15 10:00:00,23.41,23.35,1015,59,14.95,5.19,20,10000,6.17,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,10,
2022-08-15 11:00:00,24.74,24.71,1014,55,15.1,7.26,20,10000,7.2,340,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,11,
2022-08-15 12:00:00,26.31,26.31,1014,49,14.75,8.6,0,10000,6.17,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,12,
2022-08-15 13:00:00,26.72,26.95,1013,46,14.15,8.67,20,10000,6.17,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-08-15,13,
2022-08-15 14:00:00,27.01,27.13,1013,45,14.07,7.63,0,10000,6.69,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,14,
2022-08-15 15:00:00,26.77,26.94,1012,45,13.86,5.71,0,10000,5.14,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,15,
2022-08-15 16:00:00,26.37,26.37,1012,48,14.49,3.53,0,10000,6.17,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,16,
2022-08-15 17:00:00,24.48,24.37,1013,53,14.28,1.69,0,10000,6.69,290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,17,
2022-08-15 18:00:00,23.1,22.95,1013,57,14.12,0.55,0,10000,6.69,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,18,
2022-08-15 19:00:00,21.49,21.39,1013,65,14.64,0.0,0,10000,6.69,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-08-15,19,
2022-08-15 20:00:00,20.43,20.33,1013,69,14.56,0.0,0,10000,6.69,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-08-15,20,
