dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-04-07 00:00:00,13.0,12.18,1019,70,7.66,0.0,75,10000,4.63,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,0
2022-04-07 01:00:00,13.05,12.16,1024,67,7.07,0.0,75,10000,4.12,340,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,1
2022-04-07 02:00:00,13.02,12.18,1019,69,7.47,0.0,75,10000,2.57,330,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,2
2022-04-07 03:00:00,12.95,12.08,1019,68,7.19,0.0,75,10000,2.57,310,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,3
2022-04-07 04:00:00,13.16,12.28,1019,67,7.18,0.0,75,10000,3.09,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,4
2022-04-07 05:00:00,13.07,12.23,1019,69,7.52,0.0,75,10000,2.57,300,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,5
2022-04-07 06:00:00,13.09,12.23,1020,68,7.33,0.0,75,10000,3.6,300,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,6
2022-04-07 07:00:00,13.09,12.23,1020,68,7.33,0.11,75,10000,3.09,300,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,7
2022-04-07 08:00:00,13.5,12.66,1020,67,7.5,0.47,75,10000,4.02,286,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",5.36,2022-04-07,8
2022-04-07 09:00:00,13.95,13.18,1021,68,8.15,1.19,75,10000,3.09,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,9
2022-04-07 10:00:00,14.57,13.81,1021,66,8.3,2.88,75,10000,4.12,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,10
2022-04-07 11:00:00,15.01,14.26,1021,65,8.49,4.15,75,10000,3.6,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,11
2022-04-07 12:00:00,15.55,14.83,1021,64,8.78,4.99,75,10000,3.6,290,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,12
2022-04-07 13:00:00,15.93,15.22,1021,63,8.9,4.59,75,10000,4.63,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,13
2022-04-07 14:00:00,15.75,15.05,1021,64,8.96,4.0,75,10000,4.63,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,14
2022-04-07 15:00:00,15.98,15.28,1020,63,8.95,2.92,75,10000,5.66,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,15
2022-04-07 16:00:00,16.05,15.33,1020,62,8.78,1.75,75,10000,5.14,270,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,16
2022-04-07 17:00:00,15.79,15.04,1020,62,8.53,0.77,75,10000,5.66,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,17
2022-04-07 18:00:00,15.19,14.46,1020,65,8.66,0.21,75,10000,5.14,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,18
2022-04-07 19:00:00,14.93,14.1,1020,62,7.72,0.0,75,10000,3.6,300,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-07,19
2022-04-07 20:00:00,14.67,13.92,1020,66,8.39,0.0,75,10000,2.57,280,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,20
2022-04-07 21:00:00,14.51,13.87,1021,71,9.32,0.0,75,10000,3.13,288,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",4.47,2022-04-07,21
2022-04-07 22:00:00,14.58,13.9,1021,69,8.96,0.0,75,10000,3.09,290,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-07,22
2022-04-07 23:00:00,14.65,13.95,1020,68,8.82,0.0,75,10000,2.68,142,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",5.36,2022-04-07,23
2022-04-08 00:00:00,14.57,13.88,1020,69,8.95,0.0,75,10000,3.09,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,0
2022-04-08 01:00:00,14.53,13.84,1020,69,8.92,0.0,75,10000,3.13,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",4.47,2022-04-08,1
2022-04-08 02:00:00,14.42,13.75,1019,70,9.02,0.0,75,10000,3.09,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,2
2022-04-08 03:00:00,14.42,13.67,1018,67,8.38,0.0,75,10000,3.6,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,3
2022-04-08 04:00:00,14.44,13.56,1018,62,7.26,0.0,75,10000,4.12,260,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,4
2022-04-08 05:00:00,14.5,13.7,1018,65,8.01,0.0,75,10000,4.12,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,5
2022-04-08 06:00:00,14.11,13.35,1018,68,8.3,0.0,75,10000,2.57,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-04-08,6
2022-04-08 07:00:00,14.39,13.71,1018,70,9.0,0.18,75,10000,3.09,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,7
2022-04-08 08:00:00,14.74,14.18,1019,73,9.96,0.77,75,10000,4.12,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,8
2022-04-08 09:00:00,15.99,15.39,1019,67,9.87,1.94,40,10000,5.66,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-04-08,9
2022-04-08 10:00:00,16.53,16.01,1019,68,10.61,3.17,75,10000,6.17,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,10
2022-04-08 11:00:00,16.2,15.73,1019,71,10.94,4.57,75,10000,7.2,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,11
2022-04-08 12:00:00,16.63,16.18,1019,70,11.14,5.48,75,10000,7.2,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,12
2022-04-08 13:00:00,16.95,16.5,1018,69,11.23,5.36,75,10000,6.69,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,13
2022-04-08 14:00:00,17.09,16.66,1018,69,11.36,4.67,75,10000,6.69,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,14
2022-04-08 15:00:00,16.81,16.4,1018,71,11.53,3.41,75,10000,6.69,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,15
2022-04-08 16:00:00,16.39,15.99,1018,73,11.54,2.11,75,10000,5.66,250,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-04-08,16
