dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-02-27 00:00:00,12.53,11.88,1016,78,8.8,0.0,20,10000,4.63,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-27,0,
2022-02-27 01:00:00,12.39,11.75,1016,79,8.85,0.0,40,10000,4.12,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-02-27,1,
2022-02-27 02:00:00,12.35,11.7,1016,79,8.82,0.0,40,10000,4.63,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-02-27,2,
2022-02-27 03:00:00,12.15,11.48,1016,79,8.62,0.0,40,10000,5.66,340,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-02-27,3,
2022-02-27 04:00:00,12.05,11.35,1016,78,8.34,0.0,40,10000,4.12,320,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-02-27,4,
2022-02-27 05:00:00,11.88,11.19,1016,79,8.36,0.0,75,10000,3.09,350,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",2022-02-27,5,
2022-02-27 06:00:00,11.28,10.6,1017,82,8.32,0.0,20,10000,3.09,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-27,6,
2022-02-27 07:00:00,10.7,10.02,1017,84,8.11,0.0,20,10000,3.6,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-02-27,7,
2022-02-27 08:00:00,11.14,10.48,1018,83,8.36,0.24,0,10000,4.12,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-27,8,
2022-02-27 09:00:00,12.71,12.05,1022,77,8.79,0.91,0,10000,3.6,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-27,9,
2022-02-27 10:00:00,14.11,13.35,1023,68,8.3,2.03,20,10000,5.14,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,10,
2022-02-27 11:00:00,15.51,14.79,1019,64,8.74,3.23,20,10000,4.12,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,11,
2022-02-27 12:00:00,16.25,15.44,1019,58,7.98,4.05,40,10000,4.12,310,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-02-27,12,
2022-02-27 13:00:00,16.8,15.92,1022,53,7.18,4.18,20,10000,3.6,10,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,13,
2022-02-27 14:00:00,17.54,16.68,1021,51,7.3,3.52,20,10000,3.6,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,14,
2022-02-27 15:00:00,17.88,17.03,1018,50,7.32,2.38,20,10000,5.66,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,15,
2022-02-27 16:00:00,17.43,16.61,1018,53,7.76,1.21,40,10000,7.2,350,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-02-27,16,
2022-02-27 17:00:00,16.31,15.46,1018,56,7.53,0.4,20,10000,8.75,350,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-02-27,17,
2022-02-27 18:00:00,15.1,14.23,1018,60,7.4,0.0,0,10000,6.69,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-27,18,
2022-02-27 19:00:00,13.45,12.63,1018,68,7.67,0.0,0,10000,5.66,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-27,19,
2022-02-27 20:00:00,12.87,12.07,1019,71,7.75,0.0,0,10000,5.66,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-27,20,
2022-02-27 21:00:00,12.43,11.61,1019,72,7.53,0.0,0,10000,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-27,21,
2022-02-27 22:00:00,12.37,11.59,1019,74,7.87,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-27,22,
2022-02-27 23:00:00,12.24,11.48,1019,75,7.94,0.0,0,10000,3.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-27,23,
2022-02-28 00:00:00,11.61,10.78,1019,75,7.34,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,0,
2022-02-28 01:00:00,11.05,10.19,1019,76,6.99,0.0,0,10000,2.06,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,1,
2022-02-28 02:00:00,10.98,10.09,1019,75,6.73,0.0,0,10000,2.57,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,2,
2022-02-28 03:00:00,10.34,9.44,1019,77,6.49,0.0,0,10000,2.57,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,3,
2022-02-28 04:00:00,10.31,9.41,1019,77,6.46,0.0,0,10000,2.06,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,4,
2022-02-28 05:00:00,9.61,8.69,1019,81,6.51,0.0,0,10000,2.06,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,5,
2022-02-28 06:00:00,9.23,9.23,1019,82,6.32,0.0,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-02-28,6,
2022-02-28 07:00:00,8.94,7.18,1020,84,6.39,0.0,0,10000,3.09,350,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",2022-02-28,7,
2022-02-28 08:00:00,9.81,8.55,1021,82,6.89,0.27,0,10000,2.57,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-28,8,
2022-02-28 09:00:00,12.24,11.4,1022,72,7.35,0.97,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-02-28,9,
