dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain,date,hour
2022-03-07 00:00:00,10.23,8.93,1011,62,3.28,0.0,0,10000,6.17,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,0
2022-03-07 01:00:00,9.85,7.55,1011,61,2.69,0.0,0,10000,4.63,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,1
2022-03-07 02:00:00,9.69,7.57,1010,60,2.31,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,2
2022-03-07 03:00:00,9.19,7.2,1010,62,2.3,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,3
2022-03-07 04:00:00,8.52,6.68,1009,65,2.32,0.0,0,10000,3.09,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,4
2022-03-07 05:00:00,8.14,6.57,1009,65,1.96,0.0,0,10000,2.57,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,5
2022-03-07 06:00:00,8.25,6.07,1009,68,2.7,0.0,0,10000,3.58,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",4.92,,2022-03-07,6
2022-03-07 07:00:00,7.3,5.57,1009,76,3.36,0.0,0,10000,2.57,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-03-07,7
2022-03-07 08:00:00,8.74,7.67,1010,78,5.12,0.34,0,10000,2.06,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-03-07,8
2022-03-07 09:00:00,11.59,10.61,1014,69,6.1,1.12,20,10000,4.63,360,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-07,9
2022-03-07 10:00:00,13.33,12.15,1011,55,4.49,2.1,20,10000,4.63,330,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-07,10
2022-03-07 11:00:00,13.76,12.5,1010,50,3.53,3.25,20,10000,3.6,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-07,11
2022-03-07 12:00:00,14.07,12.73,1010,46,2.64,4.04,20,10000,3.6,320,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,2022-03-07,12
