dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour,wind_gust
2022-04-30 00:00:00,17.01,16.49,1017,66,10.62,0.0,0,10000,3.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,0,
2022-04-30 01:00:00,16.58,16.07,1016,68,10.66,0.0,0,10000,3.09,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,1,
2022-04-30 02:00:00,16.33,15.77,1016,67,10.2,0.0,0,10000,1.54,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,2,
2022-04-30 03:00:00,16.26,15.74,1016,69,10.57,0.0,0,10000,1.54,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,3,
2022-04-30 04:00:00,15.85,15.27,1016,68,9.96,0.0,0,10000,1.54,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,4,
2022-04-30 05:00:00,15.62,15.12,1022,72,10.6,0.0,0,10000,2.06,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-04-30,5,
2022-04-30 06:00:00,15.53,14.99,1017,71,10.3,0.0,0,10000,5.14,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,6,
2022-04-30 07:00:00,16.22,15.7,1018,69,10.53,0.39,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,7,
2022-04-30 08:00:00,18.64,18.2,1019,63,11.46,1.28,0,10000,3.09,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,8,
2022-04-30 09:00:00,20.84,20.52,1023,59,12.54,2.86,0,10000,2.57,110,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,9,
2022-04-30 10:00:00,22.67,22.32,1019,51,12.03,4.8,0,10000,2.57,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,10,
2022-04-30 11:00:00,23.03,22.69,1023,50,12.06,6.66,0,10000,2.57,300,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-04-30,11,
