dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-09-13 00:00:00,20.93,21.32,1004,86,18.5,0.0,75,10000,11.32,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-13,0
2022-09-13 01:00:00,20.42,20.79,1003,87,18.18,0.0,40,10000,10.29,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-13,1
2022-09-13 02:00:00,20.4,20.72,1003,85,17.79,0.0,75,10000,9.77,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-13,2
2022-09-13 03:00:00,20.29,20.57,1003,84,17.5,0.0,75,10000,9.26,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-13,3
2022-09-13 04:00:00,20.17,20.44,1003,84,17.38,0.0,20,10000,8.75,210,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-13,4
2022-09-13 05:00:00,20.37,20.68,1004,85,17.77,0.0,75,10000,7.72,200,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.49},,2022-09-13,5
2022-09-13 06:00:00,20.05,20.41,1004,88,18.0,0.0,75,10000,7.2,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-13,6
2022-09-13 07:00:00,20.35,20.71,1004,87,18.12,0.1,40,10000,7.72,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-09-13,7
2022-09-13 08:00:00,21.24,21.64,1005,85,18.62,0.57,75,10000,8.75,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-09-13,8
2022-09-13 09:00:00,20.08,20.47,1005,89,18.21,1.55,75,9000,8.75,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-09-13,9
2022-09-13 10:00:00,20.55,20.96,1006,88,18.49,2.87,75,8000,8.23,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-09-13,10
2022-09-13 11:00:00,21.79,22.22,1006,84,18.97,4.23,75,10000,8.23,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-09-13,11
2022-09-13 12:00:00,22.58,22.96,1006,79,18.76,5.14,75,10000,8.75,220,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,14.92,2022-09-13,12
2022-09-13 13:00:00,23.11,23.41,1006,74,18.22,6.5,40,10000,9.26,230,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,2022-09-13,13
2022-09-13 14:00:00,22.75,23.09,1007,77,18.51,5.61,75,10000,10.29,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,2022-09-13,14
2022-09-13 15:00:00,22.77,23.09,1007,76,18.32,4.01,40,10000,9.26,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,15.43,2022-09-13,15
2022-09-13 16:00:00,21.33,21.53,1008,77,17.14,2.29,40,9000,21.01,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,21.9,2022-09-13,16
2022-09-13 17:00:00,21.9,22.13,1008,76,17.48,0.93,75,10000,16.09,225,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,18.78,2022-09-13,17
2022-09-13 18:00:00,21.36,21.56,1008,77,17.16,0.22,40,10000,14.75,180,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,22.35,2022-09-13,18
2022-09-13 19:00:00,21.27,21.57,1007,81,17.88,0.0,40,10000,7.72,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-13,19
2022-09-13 20:00:00,20.47,20.77,1008,84,17.68,0.0,40,10000,8.23,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-13,20
2022-09-13 21:00:00,20.83,21.11,1008,82,17.65,0.0,40,10000,6.69,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-13,21
2022-09-13 22:00:00,19.73,19.95,1009,84,16.95,0.0,75,10000,5.66,230,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-13,22
2022-09-13 23:00:00,20.06,20.34,1009,85,17.46,0.0,40,10000,7.2,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-13,23
2022-09-14 00:00:00,19.56,19.79,1009,85,16.97,0.0,40,10000,7.72,210,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-14,0
2022-09-14 01:00:00,20.08,20.36,1008,85,17.48,0.0,40,10000,6.17,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,2022-09-14,1
2022-09-14 02:00:00,20.06,20.37,1008,86,17.65,0.0,20,10000,7.2,200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,2022-09-14,2
2022-09-14 03:00:00,19.75,20.08,1008,88,17.71,0.0,75,10000,7.2,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2022-09-14,3
